ID,name,sex,age,height,weight,team,year,season,city,sport,event,medal
123487,"Mara Jos ""Marajo"" Uribe Durn",F,26,168,65,Colombia,2016,Summer,Rio de Janeiro,Golf,Golf Women's Individual,NA
123501,Diyorbek Urozboyev,M,22,172,60,Uzbekistan,2016,Summer,Rio de Janeiro,Judo,Judo Men's Extra-Lightweight,Bronze
123516,Yosiry Urrutia Chaverra,F,30,176,65,Colombia,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's Triple Jump,NA
123522,Jade Uru,M,28,189,88,New Zealand,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Quadruple Sculls,NA
123535,Viktoriya Volodymyrivna Us,F,23,167,63,Ukraine,2016,Summer,Rio de Janeiro,Canoeing,"Canoeing Women's Kayak Singles, Slalom",NA
123550,Galymzhan Shakhizindakhanovich Userbayev,M,27,173,74,Kazakhstan,2016,Summer,Rio de Janeiro,Wrestling,"Wrestling Men's Middleweight, Freestyle",NA
123552,Dmitry Arkadyevich Ushakov,M,27,177,64,Russia,2016,Summer,Rio de Janeiro,Trampolining,Trampolining Men's Individual,NA
123562,Keisuke Ushiro,M,30,196,95,Japan,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Decathlon,NA
123578,Mariam Usman,F,25,166,112,Nigeria,2016,Summer,Rio de Janeiro,Weightlifting,Weightlifting Women's Super-Heavyweight,NA
123581,Mara Catalina Usme Pineda,F,26,163,65,Colombia,2016,Summer,Rio de Janeiro,Football,Football Women's Football,NA
123600,Darya Konstantinovna Ustinova,F,17,183,70,Russia,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,NA
123600,Darya Konstantinovna Ustinova,F,17,183,70,Russia,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 100 metres Backstroke,NA
123600,Darya Konstantinovna Ustinova,F,17,183,70,Russia,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 200 metres Backstroke,NA
123604,Komronshokh Ustopiriyon,M,23,182,90,Tajikistan,2016,Summer,Rio de Janeiro,Judo,Judo Men's Middleweight,NA
123608,Nida Eliz stnda,F,19,179,69,Turkey,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 200 metres Butterfly,NA
123617,Anna Vladimirovna Ustyukhina,F,27,177,70,Russia,2016,Summer,Rio de Janeiro,Water Polo,Water Polo Women's Water Polo,Bronze
123627,"Sannuvanda Kushalappa ""S. K."" Uthappa",M,22,183,84,India,2016,Summer,Rio de Janeiro,Hockey,Hockey Men's Hockey,NA
123636,Sanni Marja Anniina Utriainen,F,25,169,72,Finland,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's Javelin Throw,NA
123664,Elsie Uwamahoro,F,27,165,56,Burundi,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 50 metres Freestyle,NA
123667,Ambroise Uwiragiye,M,35,NA,NA,Rwanda,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Marathon,NA
123679,"Benjamin Chukwukelo ""Ben"" Uzoh",M,28,191,92,Nigeria,2016,Summer,Rio de Janeiro,Basketball,Basketball Men's Basketball,NA
123714,Iveta Vacenovsk,F,30,168,58,Czech Republic,2016,Summer,Rio de Janeiro,Table Tennis,Table Tennis Women's Singles,NA
123745,Lara Vadlau,F,22,165,56,Austria,2016,Summer,Rio de Janeiro,Sailing,Sailing Women's Two Person Dinghy,NA
123746,Jakub Vadlejch,M,25,191,93,Czech Republic,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Javelin Throw,NA
123747,Benjamin Vadnai,M,20,183,82,Hungary,2016,Summer,Rio de Janeiro,Sailing,Sailing Men's One Person Dinghy,NA
123780,ivil Vaiciukeviit,F,20,164,54,Lithuania,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 20 kilometres Walk,NA
123802,Nanna Vainio,F,25,170,60,Finland,2016,Summer,Rio de Janeiro,Badminton,Badminton Women's Singles,NA
123805,Pablo Vainstein,M,27,184,89,Argentina,2016,Summer,Rio de Janeiro,Handball,Handball Men's Handball,NA
123815,Apolonia Vaivai,F,25,153,69,Fiji,2016,Summer,Rio de Janeiro,Weightlifting,Weightlifting Women's Light-Heavyweight,NA
123823,Donna Marie Vakalis,F,36,164,53,Canada,2016,Summer,Rio de Janeiro,Modern Pentathlon,Modern Pentathlon Women's Individual,NA
123824,Virimi Vakatawa,M,24,185,87,France,2016,Summer,Rio de Janeiro,Rugby Sevens,Rugby Sevens Men's Rugby Sevens,NA
123831,Petr Vako,M,24,180,70,Czech Republic,2016,Summer,Rio de Janeiro,Cycling,"Cycling Men's Road Race, Individual",NA
123846,Jonas Valaninas,M,24,213,120,Lithuania,2016,Summer,Rio de Janeiro,Basketball,Basketball Men's Basketball,NA
123871,Milda Valiukait,F,22,176,66,Lithuania,2016,Summer,Rio de Janeiro,Rowing,Rowing Women's Double Sculls,Bronze
123884,Alejandro Enrique Valds Tobier,M,27,165,65,Cuba,2016,Summer,Rio de Janeiro,Wrestling,"Wrestling Men's Welterweight, Freestyle",NA
123892,Mara Fernanda Valds Paris,F,24,161,75,Chile,2016,Summer,Rio de Janeiro,Weightlifting,Weightlifting Women's Heavyweight,NA
123900,Alonso Valdez Prado,M,38,170,68,Peru,2016,Summer,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Jumping, Individual",NA
123920,Alejandra Valencia Trujillo,F,21,175,74,Mexico,2016,Summer,Rio de Janeiro,Archery,Archery Women's Individual,NA
123920,Alejandra Valencia Trujillo,F,21,175,74,Mexico,2016,Summer,Rio de Janeiro,Archery,Archery Women's Team,NA
123925,Ingrit Lorena Valencia Victoria,F,27,160,50,Colombia,2016,Summer,Rio de Janeiro,Boxing,Boxing Women's Flyweight,Bronze
123941,Ailen Valente,F,20,167,58,Argentina,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Individual All-Around,NA
123941,Ailen Valente,F,20,167,58,Argentina,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Floor Exercise,NA
123941,Ailen Valente,F,20,167,58,Argentina,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Uneven Bars,NA
123941,Ailen Valente,F,20,167,58,Argentina,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Balance Beam,NA
123943,Jennifer Valente,F,21,176,74,United States,2016,Summer,Rio de Janeiro,Cycling,Cycling Women's Team Pursuit,Silver
123944,Miguel Leite Valente,M,23,176,70,Brazil,2016,Summer,Rio de Janeiro,Swimming,"Swimming Men's 1,500 metres Freestyle",NA
123953,Lidia Valentn Prez,F,31,169,75,Spain,2016,Summer,Rio de Janeiro,Weightlifting,Weightlifting Women's Heavyweight,Bronze
123954,Natalia Cristina Valentn Len,F,26,170,61,Puerto Rico,2016,Summer,Rio de Janeiro,Volleyball,Volleyball Women's Volleyball,NA
123962,Brandon Valentine-Parris,M,21,173,55,Saint Vincent and the Grenadines,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 400 metres,NA
123969,Manon Valentino,F,25,172,64,France,2016,Summer,Rio de Janeiro,Cycling,Cycling Women's BMX,NA
123972,Albane Valenzuela,F,18,174,58,Switzerland,2016,Summer,Rio de Janeiro,Golf,Golf Women's Individual,NA
123982,David Valero Serrano,M,27,189,76,Spain,2016,Summer,Rio de Janeiro,Cycling,"Cycling Men's Mountainbike, Cross-Country",NA
124000,Tero Seppo Vlimki,M,34,170,73,Finland,2016,Summer,Rio de Janeiro,Wrestling,"Wrestling Men's Welterweight, Greco-Roman",NA
124005,Roman Gazizovich Valiyev,M,32,190,76,Kazakhstan,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Triple Jump,NA
124006,Kristina Valjas,F,29,186,73,Canada-2,2016,Summer,Rio de Janeiro,Beach Volleyball,Beach Volleyball Women's Beach Volleyball,NA
124020,Yekaterina Igorevna Valkova,F,25,167,63,Russia,2016,Summer,Rio de Janeiro,Judo,Judo Women's Half-Middleweight,NA
124022,Jessica Vall Montero,F,27,163,52,Spain,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 100 metres Breaststroke,NA
124022,Jessica Vall Montero,F,27,163,52,Spain,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 200 metres Breaststroke,NA
124031,Jean-Charles Valladont,M,27,180,83,France,2016,Summer,Rio de Janeiro,Archery,Archery Men's Individual,Silver
124031,Jean-Charles Valladont,M,27,180,83,France,2016,Summer,Rio de Janeiro,Archery,Archery Men's Team,NA
124040,Camila Valle Granados,F,21,160,60,Peru,2016,Summer,Rio de Janeiro,Rowing,Rowing Women's Single Sculls,NA
124057,Sacha Valleau,M,19,192,97,France,2016,Summer,Rio de Janeiro,Rugby Sevens,Rugby Sevens Men's Rugby Sevens,NA
124080,Thibaut Vallette,M,42,171,60,France,2016,Summer,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Three-Day Event, Individual",NA
124080,Thibaut Vallette,M,42,171,60,France,2016,Summer,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Gold
124093,Antoine Valois-Fortier,M,26,190,81,Canada,2016,Summer,Rio de Janeiro,Judo,Judo Men's Half-Middleweight,NA
124104,Ubaldina Valoyes Cuesta,F,34,162,75,Colombia,2016,Summer,Rio de Janeiro,Weightlifting,Weightlifting Women's Heavyweight,NA
124108,Silvia Valsecchi,F,34,160,60,Italy,2016,Summer,Rio de Janeiro,Cycling,Cycling Women's Team Pursuit,NA
124119,Alejandro Valverde Belmonte,M,36,177,63,Spain,2016,Summer,Rio de Janeiro,Cycling,"Cycling Men's Road Race, Individual",NA
124125,Mrton Gyrgy Vmos,M,24,202,105,Hungary,2016,Summer,Rio de Janeiro,Water Polo,Water Polo Men's Water Polo,NA
124131,Vn Ngc T,F,28,158,46,Vietnam,2016,Summer,Rio de Janeiro,Judo,Judo Women's Extra-Lightweight,NA
124133,Nol van 't End,M,25,185,93,Netherlands,2016,Summer,Rio de Janeiro,Judo,Judo Men's Middleweight,NA
124135,Nils van 't Hoenderdaal,M,22,178,86,Netherlands,2016,Summer,Rio de Janeiro,Cycling,Cycling Men's Team Sprint,NA
124142,Philipine van Aanholt,F,24,171,65,Aruba,2016,Summer,Rio de Janeiro,Sailing,Sailing Women's One Person Dinghy,NA
124143,Evi Van Acker,F,30,172,70,Belgium,2016,Summer,Rio de Janeiro,Sailing,Sailing Women's One Person Dinghy,NA
124153,Naomi Frances van As,F,33,179,63,Netherlands,2016,Summer,Rio de Janeiro,Hockey,Hockey Women's Hockey,Silver
124157,Seve van Ass,M,24,178,70,Netherlands,2016,Summer,Rio de Janeiro,Hockey,Hockey Men's Hockey,NA
124161,Florent Van Aubel,M,24,178,73,Belgium,2016,Summer,Rio de Janeiro,Hockey,Hockey Men's Hockey,Silver
124162,Greg Van Avermaet,M,31,181,74,Belgium,2016,Summer,Rio de Janeiro,Cycling,"Cycling Men's Road Race, Individual",Gold
124191,Merle van Benthem,F,23,170,68,Netherlands,2016,Summer,Rio de Janeiro,Cycling,Cycling Women's BMX,NA
124195,Martina Eva van Berkel,F,27,166,54,Switzerland,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 200 metres Backstroke,NA
124195,Martina Eva van Berkel,F,27,166,54,Switzerland,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 200 metres Butterfly,NA
124195,Martina Eva van Berkel,F,27,166,54,Switzerland,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 400 metres Individual Medley,NA
124238,Lucy Van Dalen-Oliver,F,27,168,53,New Zealand,2016,Summer,Rio de Janeiro,Athletics,"Athletics Women's 5,000 metres",NA
124271,Theo van de Vendel,M,35,176,73,Netherlands,2016,Summer,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Three-Day Event, Individual",NA
124271,Theo van de Vendel,M,35,176,73,Netherlands,2016,Summer,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",NA
124297,Sjef van den Berg,M,21,183,75,Netherlands,2016,Summer,Rio de Janeiro,Archery,Archery Men's Individual,NA
124297,Sjef van den Berg,M,21,183,75,Netherlands,2016,Summer,Rio de Janeiro,Archery,Archery Men's Team,NA
124330,Bjrn van den Ende,M,30,190,70,Netherlands,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Lightweight Coxless Fours,NA
124346,Anna van der Breggen,F,26,167,56,Netherlands,2016,Summer,Rio de Janeiro,Cycling,"Cycling Women's Road Race, Individual",Gold
124346,Anna van der Breggen,F,26,167,56,Netherlands,2016,Summer,Rio de Janeiro,Cycling,Cycling Women's Individual Time Trial,Bronze
124347,Joost van der Burg,M,22,181,72,Netherlands,2016,Summer,Rio de Janeiro,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",NA
124348,Cameron van der Burgh,M,28,185,85,South Africa,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 100 metres Breaststroke,Silver
124348,Cameron van der Burgh,M,28,185,85,South Africa,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 200 metres Breaststroke,NA
124348,Cameron van der Burgh,M,28,185,85,South Africa,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 4 x 100 metres Medley Relay,NA
124350,David van der Colff,M,19,NA,NA,Botswana,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 100 metres Backstroke,NA
124370,Laura van der Heijden,F,26,172,68,Netherlands,2016,Summer,Rio de Janeiro,Handball,Handball Women's Handball,NA
124371,Patrick Arnoud van der Heijden,M,23,180,70,Brazil,2016,Summer,Rio de Janeiro,Hockey,Hockey Men's Hockey,NA
124372,Yuri Vitor van der Heijden,M,26,178,76,Brazil,2016,Summer,Rio de Janeiro,Hockey,Hockey Men's Hockey,NA
124386,Robert Adriaan van der Horst,M,31,179,74,Netherlands,2016,Summer,Rio de Janeiro,Hockey,Hockey Men's Hockey,NA
124420,Maud van der Meer,F,24,180,64,Netherlands,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,NA
124432,Thomas Van der Plaetsen,M,25,186,81,Belgium,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Decathlon,NA
124467,Nicole van der Velden,F,21,168,62,Aruba,2016,Summer,Rio de Janeiro,Sailing,Sailing Mixed Multihull,NA
124470,Rick Antonius van der Ven,M,25,181,76,Netherlands,2016,Summer,Rio de Janeiro,Archery,Archery Men's Individual,NA
124470,Rick Antonius van der Ven,M,25,181,76,Netherlands,2016,Summer,Rio de Janeiro,Archery,Archery Men's Team,NA
124472,Maikel Leonardus van der Vleuten,M,28,170,60,Netherlands,2016,Summer,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Jumping, Individual",NA
124472,Maikel Leonardus van der Vleuten,M,28,170,60,Netherlands,2016,Summer,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Jumping, Team",NA
124476,Jantine van der Vlist,F,30,183,73,Netherlands-2,2016,Summer,Rio de Janeiro,Beach Volleyball,Beach Volleyball Women's Beach Volleyball,NA
124488,Vincent van der Want,M,30,198,90,Netherlands,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Coxless Fours,NA
124492,Mink Alphons van der Weerden,M,27,178,83,Netherlands,2016,Summer,Rio de Janeiro,Hockey,Hockey Men's Hockey,NA
124520,"Eleonora Maria ""Ellen"" van Dijk",F,29,182,71,Netherlands,2016,Summer,Rio de Janeiro,Cycling,"Cycling Women's Road Race, Individual",NA
124520,"Eleonora Maria ""Ellen"" van Dijk",F,29,182,71,Netherlands,2016,Summer,Rio de Janeiro,Cycling,Cycling Women's Individual Time Trial,NA
124545,Arthur Van Doren,M,21,178,74,Belgium,2016,Summer,Rio de Janeiro,Hockey,Hockey Men's Hockey,Silver
124548,Wianka van Dorp,F,28,177,72,Netherlands,2016,Summer,Rio de Janeiro,Rowing,Rowing Women's Coxed Eights,NA
124568,Emily Louise Van Egmond,F,23,179,65,Australia,2016,Summer,Rio de Janeiro,Football,Football Women's Football,NA
124575,Anicka van Emden,F,29,169,63,Netherlands,2016,Summer,Rio de Janeiro,Judo,Judo Women's Half-Middleweight,Bronze
124579,Saskia Loretta van Erven Garca,F,28,175,64,Colombia,2016,Summer,Rio de Janeiro,Fencing,"Fencing Women's Foil, Individual",NA
124598,Margot van Geffen,F,26,172,63,Netherlands,2016,Summer,Rio de Janeiro,Hockey,Hockey Women's Hockey,Silver
124603,Lambertus Hendrikus Yuri van Gelder,M,33,161,62,Netherlands,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Team All-Around,NA
124603,Lambertus Hendrikus Yuri van Gelder,M,33,161,62,Netherlands,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Rings,NA
124605,Twan Machiel Johannes van Gendt,M,24,178,85,Netherlands,2016,Summer,Rio de Janeiro,Cycling,Cycling Men's BMX,NA
124606,Jort van Gennep,M,21,185,70,Netherlands,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Lightweight Coxless Fours,NA
124610,Cline Henriette van Gerner,F,21,156,51,Netherlands,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Individual All-Around,NA
124610,Cline Henriette van Gerner,F,21,156,51,Netherlands,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Team All-Around,NA
124610,Cline Henriette van Gerner,F,21,156,51,Netherlands,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Floor Exercise,NA
124610,Cline Henriette van Gerner,F,21,156,51,Netherlands,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Uneven Bars,NA
124610,Cline Henriette van Gerner,F,21,156,51,Netherlands,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Balance Beam,NA
124612,Sophie Johanna van Gestel,F,25,180,65,Netherlands-2,2016,Summer,Rio de Janeiro,Beach Volleyball,Beach Volleyball Women's Beach Volleyball,NA
124622,Jelle van Gorkom,M,25,187,93,Netherlands,2016,Summer,Rio de Janeiro,Cycling,Cycling Men's BMX,Silver
124628,Maximilien Van Haaster,M,24,185,88,Canada,2016,Summer,Rio de Janeiro,Fencing,"Fencing Men's Foil, Individual",NA
124671,Seppe Van Holsbeke,M,28,193,93,Belgium,2016,Summer,Rio de Janeiro,Fencing,"Fencing Men's Sabre, Individual",NA
124681,Rudolphus Antonie Cornelis Rudi van Houts,M,32,177,64,Netherlands,2016,Summer,Rio de Janeiro,Cycling,"Cycling Men's Mountainbike, Cross-Country",NA
124693,Marleen Maria van Iersel (-Ramond),F,28,178,68,Netherlands-1,2016,Summer,Rio de Janeiro,Beach Volleyball,Beach Volleyball Women's Beach Volleyball,NA
124716,Adam Joseph Van Koeverden,M,34,182,85,Canada,2016,Summer,Rio de Janeiro,Canoeing,"Canoeing Men's Kayak Singles, 1,000 metres",NA
124724,Wannes Van Laer,M,31,181,81,Belgium,2016,Summer,Rio de Janeiro,Sailing,Sailing Men's One Person Dinghy,NA
124731,Chantal Jean Van Landeghem,F,22,180,77,Canada,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 50 metres Freestyle,NA
124731,Chantal Jean Van Landeghem,F,22,180,77,Canada,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 100 metres Freestyle,NA
124731,Chantal Jean Van Landeghem,F,22,180,77,Canada,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Bronze
124731,Chantal Jean Van Landeghem,F,22,180,77,Canada,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 100 metres Medley Relay,NA
124750,Nicky van Leuveren,F,26,175,58,Netherlands,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 4 x 400 metres Relay,NA
124771,Caia Jaqueline van Maasakker,F,27,180,69,Netherlands,2016,Summer,Rio de Janeiro,Hockey,Hockey Women's Hockey,Silver
124773,Kitty van Male,F,28,170,63,Netherlands,2016,Summer,Rio de Janeiro,Hockey,Hockey Women's Hockey,Silver
124790,Evan Van Moerkerke,M,22,205,110,Canada,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,NA
124804,Wayde van Niekerk,M,24,183,70,South Africa,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 400 metres,Gold
124818,Sanne van Olphen,F,27,177,68,Netherlands,2016,Summer,Rio de Janeiro,Handball,Handball Women's Handball,NA
124837,Vera Dorothea Wilhelmina van Pol,F,22,157,54,Netherlands,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Team All-Around,NA
124837,Vera Dorothea Wilhelmina van Pol,F,22,157,54,Netherlands,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Floor Exercise,NA
124856,Reinhardt van Rensburg,M,24,185,73,South Africa,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 800 metres,NA
124862,Marten Van Riel,M,23,183,64,Belgium,2016,Summer,Rio de Janeiro,Triathlon,Triathlon Men's Olympic Distance,NA
124864,Laurine van Riessen,F,28,167,63,Netherlands,2016,Summer,Rio de Janeiro,Cycling,Cycling Women's Sprint,NA
124864,Laurine van Riessen,F,28,167,63,Netherlands,2016,Summer,Rio de Janeiro,Cycling,Cycling Women's Keirin,NA
124864,Laurine van Riessen,F,28,167,63,Netherlands,2016,Summer,Rio de Janeiro,Cycling,Cycling Women's Team Sprint,NA
124869,Dorian Benno Eric van Rijsselberge,M,27,189,75,Netherlands,2016,Summer,Rio de Janeiro,Sailing,Sailing Men's Windsurfer,Gold
124875,Olivia van Rooijen,F,27,182,71,Netherlands,2016,Summer,Rio de Janeiro,Rowing,Rowing Women's Coxed Eights,NA
124880,Rocco van Rooyen,M,23,190,98,South Africa,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Javelin Throw,NA
124886,Sharon van Rouwendaal,F,22,173,65,Netherlands,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 400 metres Freestyle,NA
124886,Sharon van Rouwendaal,F,22,173,65,Netherlands,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 10 kilometres Open Water,Gold
124898,Rutger van Schaardenburg,M,28,188,80,Netherlands,2016,Summer,Rio de Janeiro,Sailing,Sailing Men's One Person Dinghy,NA
124899,Tessa Johanna van Schagen,F,22,168,64,Netherlands,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 200 metres,NA
124899,Tessa Johanna van Schagen,F,22,168,64,Netherlands,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 4 x 100 metres Relay,NA
124905,Peter van der Noort van Schie,M,28,200,98,Netherlands,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Coxless Fours,NA
124908,Jan-Willem van Schip,M,21,194,83,Netherlands,2016,Summer,Rio de Janeiro,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",NA
124910,Willem Van Schuerbeeck,M,31,179,60,Belgium,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Marathon,NA
124914,Caitlin Van Sickle,F,26,166,58,United States,2016,Summer,Rio de Janeiro,Hockey,Hockey Women's Hockey,NA
124915,Diederik van Silfhout,M,28,190,87,Netherlands,2016,Summer,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Dressage, Individual",NA
124915,Diederik van Silfhout,M,28,190,87,Netherlands,2016,Summer,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Dressage, Team",NA
124918,Charline Van Snick,F,25,157,48,Belgium,2016,Summer,Rio de Janeiro,Judo,Judo Women's Extra-Lightweight,NA
124925,Joris Van Springel,M,53,171,69,Belgium,2016,Summer,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Three-Day Event, Individual",NA
124936,Elliot Van Strydonck,M,28,185,75,Belgium,2016,Summer,Rio de Janeiro,Hockey,Hockey Men's Hockey,Silver
124944,Dirk Van Tichelt,M,32,173,73,Belgium,2016,Summer,Rio de Janeiro,Judo,Judo Men's Lightweight,Bronze
124956,Anneloes van Veen,F,25,177,67,Netherlands,2016,Summer,Rio de Janeiro,Sailing,Sailing Women's Two Person Dinghy,NA
124957,Jos van Veen,F,30,195,87,Netherlands,2016,Summer,Rio de Janeiro,Rowing,Rowing Women's Coxed Eights,NA
124967,Annemiek Adriana van Vleuten,F,33,168,59,Netherlands,2016,Summer,Rio de Janeiro,Cycling,"Cycling Women's Road Race, Individual",NA
125015,Janine van Wyk,F,29,162,60,South Africa,2016,Summer,Rio de Janeiro,Football,Football Women's Football,NA
125025,Jaco Phillipus Van Zyl,M,37,180,74,South Africa,2016,Summer,Rio de Janeiro,Golf,Golf Men's Individual,NA
125027,"Louis Jacobus ""L. J."" van Zyl",M,31,182,79,South Africa,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 400 metres Hurdles,NA
125035,Vincent Vanasch,M,28,180,78,Belgium,2016,Summer,Rio de Janeiro,Hockey,Hockey Men's Hockey,Silver
125093,Arianna Fritzallen Vanderpool-Wallace,F,26,168,61,Bahamas,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 50 metres Freestyle,NA
125093,Arianna Fritzallen Vanderpool-Wallace,F,26,168,61,Bahamas,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 100 metres Freestyle,NA
125106,"Colleen Mullarkey (Colleen Hutchins-) ""CoCo"" Vandeweghe (-Mullarkey)",F,24,185,70,United States-2,2016,Summer,Rio de Janeiro,Tennis,Tennis Women's Doubles,NA
125110,Jan Vandrey,M,24,188,88,Germany,2016,Summer,Rio de Janeiro,Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres",Gold
125122,Margit Vanek,F,30,178,59,Hungary,2016,Summer,Rio de Janeiro,Triathlon,Triathlon Women's Olympic Distance,NA
125125,Federico Vanelli,M,25,183,82,Italy,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 10 kilometres Open Water,NA
125136,Louise Vanhille,F,17,167,55,France,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Individual All-Around,NA
125136,Louise Vanhille,F,17,167,55,France,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Team All-Around,NA
125136,Louise Vanhille,F,17,167,55,France,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Floor Exercise,NA
125136,Louise Vanhille,F,17,167,55,France,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Uneven Bars,NA
125136,Louise Vanhille,F,17,167,55,France,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Balance Beam,NA
125137,Elke Vanhoof,F,24,163,60,Belgium,2016,Summer,Rio de Janeiro,Cycling,Cycling Women's BMX,NA
125150,Emmanuel Vanluchene,M,23,179,71,Belgium,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,NA
125150,Emmanuel Vanluchene,M,23,179,71,Belgium,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,NA
125150,Emmanuel Vanluchene,M,23,179,71,Belgium,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 200 metres Individual Medley,NA
125218,Birsel Vardarl Demirmen,F,32,175,60,Turkey,2016,Summer,Rio de Janeiro,Basketball,Basketball Women's Basketball,NA
125229,Bruno Miguel Semedo Varela,M,21,190,84,Portugal,2016,Summer,Rio de Janeiro,Football,Football Men's Football,NA
125237,Christiaan Varenhorst,M,26,212,106,Netherlands-2,2016,Summer,Rio de Janeiro,Beach Volleyball,Beach Volleyball Men's Beach Volleyball,NA
125245,Dniel Rudolf Varga,M,32,201,96,Hungary,2016,Summer,Rio de Janeiro,Water Polo,Water Polo Men's Water Polo,NA
125247,Dnes Andor Varga,M,29,193,96,Hungary,2016,Summer,Rio de Janeiro,Water Polo,Water Polo Men's Water Polo,NA
125249,Erik Varga,M,40,184,90,Slovakia,2016,Summer,Rio de Janeiro,Shooting,Shooting Men's Trap,NA
