id,listing_url,neighbourhood,neighbourhood_cleansed,city,state,zipcode,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,amenities,price,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,maximum_nights,number_of_reviews,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,cancellation_policy,calculated_host_listings_count,reviews_per_month
9461126,https://www.airbnb.com/rooms/9461126,Allston-Brighton,Brighton,Boston,MA,2135,42.3440144,-71.16894572,Condominium,Entire home/apt,6,2,2,3,Real Bed,"{TV,Internet,Wifi,""Air conditioning"",Pool,Kitchen,""Free parking on premises"",Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",200.00,800.00,100.00,1,$0.00 ,5,21,0,,,,,,,,,,strict_14_with_grace_period,1,
9463444,https://www.airbnb.com/rooms/9463444,Jamaica Plain,Jamaica Plain,Boston,MA,2130,42.30918196,-71.1104931,Apartment,Entire home/apt,3,1,0,2,Real Bed,"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Breakfast,Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo}",109.00,,25.00,2,$15.00 ,1,1125,34,5/15/2016,10/16/2017,100,10,10,10,10,10,10,moderate,1,1.2
9464030,https://www.airbnb.com/rooms/9464030,Beacon Hill,Beacon Hill,Boston,MA,2108,42.35819601,-71.07097882,Apartment,Entire home/apt,1,1,1,1,Real Bed,"{""Cable TV"",Internet,Wifi,Kitchen,""Hot tub"",Heating,""Family/kid friendly"",""Suitable for events"",""Smoke detector"",""Carbon monoxide detector"",""24-hour check-in"",Hangers,Iron,""Laptop friendly workspace""}",150.00,,,1,$0.00 ,1,1125,0,,,,,,,,,,flexible,1,
9473816,https://www.airbnb.com/rooms/9473816,Back Bay,Back Bay,Boston,MA,2116,42.35192164,-71.07941321,Apartment,Entire home/apt,5,1,1,2,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",159.00,,,1,$0.00 ,5,1125,2,7/6/2016,7/31/2016,100,10,10,10,10,10,10,moderate,1,0.07
9485607,https://www.airbnb.com/rooms/9485607,Jamaica Plain,Jamaica Plain,Boston,MA,2130,42.31923483,-71.10501594,House,Entire home/apt,6,2,2,2,Real Bed,"{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Free street parking"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,""Private entrance"",Bathtub,""Hot water"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Patio or balcony"",""Long term stays allowed"",""Hot water kettle""}",185.00,100.00,95.00,3,$25.00 ,3,1125,90,12/27/2015,8/20/2018,96,10,10,10,10,10,10,moderate,1,2.72
9493951,https://www.airbnb.com/rooms/9493951,Dorchester,Dorchester,Boston,MA,2124,42.28904796,-71.06320955,Apartment,Private room,4,1,1,2,Real Bed,"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Free street parking"",Heating,""Family/kid friendly"",Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Self check-in"",Lockbox,""Room-darkening shades"",""Hot water"",""Bed linens"",""Luggage dropoff allowed""}",75.00,250.00,40.00,2,$20.00 ,1,14,130,12/15/2015,8/23/2018,90,10,9,10,10,9,9,strict_14_with_grace_period,6,3.88
9494098,https://www.airbnb.com/rooms/9494098,Dorchester,Dorchester,Boston,MA,2124,42.29033618,-71.06319937,Apartment,Private room,8,1,2,4,Real Bed,"{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Pets allowed"",""Free street parking"",Heating,""Family/kid friendly"",""Suitable for events"",""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",""Hair dryer"",""Self check-in"",Lockbox,""Hot water""}",99.00,500.00,60.00,5,$10.00 ,1,30,21,3/23/2016,8/28/2018,83,9,9,9,9,8,9,strict_14_with_grace_period,6,0.7
9494212,https://www.airbnb.com/rooms/9494212,Dorchester,Dorchester,Boston,MA,2124,42.28923801,-71.0615172,Apartment,Private room,3,1,1,1,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Pets allowed"",""Free street parking"",Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Self check-in"",Lockbox,Bathtub,""Room-darkening shades"",""Hot water""}",64.00,250.00,25.00,2,$40.00 ,1,20,139,11/25/2015,9/6/2018,90,9,9,10,9,9,9,strict_14_with_grace_period,6,4.07
9494511,https://www.airbnb.com/rooms/9494511,Dorchester,Dorchester,Boston,MA,2124,42.28880694,-71.06140756,Apartment,Private room,2,1,1,1,Real Bed,"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Pets allowed"",""Free street parking"",Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Lockbox,Bathtub,""Room-darkening shades"",""Hot water"",""Bed linens"",""Luggage dropoff allowed""}",59.00,250.00,25.00,1,$15.00 ,1,14,135,11/21/2015,9/5/2018,92,10,9,10,10,9,9,strict_14_with_grace_period,6,3.94
9494772,https://www.airbnb.com/rooms/9494772,West End,West End,Boston,MA,2114,42.36249863,-71.07071372,Apartment,Private room,2,1,1,1,Real Bed,"{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",Doorman,Elevator,""Indoor fireplace"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Building staff"",""Hot water"",""Luggage dropoff allowed"",""Long term stays allowed"",""Paid parking on premises""}",99.00,0.00,60.00,1,$0.00 ,1,1125,95,11/22/2015,9/3/2018,94,9,9,10,10,10,9,strict_14_with_grace_period,12,2.77
9507164,https://www.airbnb.com/rooms/9507164,South Boston,South Boston,Boston,MA,2127,42.34331686,-71.05738385,Apartment,Private room,2,6,1,1,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Self check-in"",Keypad,""Hot water"",""Bed linens"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Luggage dropoff allowed"",""Long term stays allowed""}",144.00,200.00,0.00,1,$0.00 ,90,1124,3,6/19/2016,12/30/2017,80,8,7,9,9,9,8,strict_14_with_grace_period,44,0.11
9508099,https://www.airbnb.com/rooms/9508099,,South Boston,Boston,MA,2127,42.341527,-71.05715199,Apartment,Private room,2,6,1,1,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Hot water"",""Bed linens"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Long term stays allowed"",Other}",144.00,200.00,75.00,1,$0.00 ,90,1125,4,1/29/2016,4/24/2017,85,9,8,9,9,9,9,strict_14_with_grace_period,32,0.13
9508975,https://www.airbnb.com/rooms/9508975,South End,South End,Boston,MA,2118,42.33865083,-71.0705896,Apartment,Entire home/apt,4,1,2,2,Real Bed,"{TV,""Cable TV"",Internet,Wifi,Kitchen,""Pets allowed"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",Essentials,Shampoo,""24-hour check-in"",""Hair dryer"",""Laptop friendly workspace""}",300.00,,100.00,1,$0.00 ,2,1125,1,6/5/2016,6/5/2016,100,10,10,10,10,10,10,moderate,1,0.04
9531326,https://www.airbnb.com/rooms/9531326,East Boston,East Boston,Boston,MA,2128,42.38982827,-71.0051918,Condominium,Entire home/apt,3,1,1,1,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Pets live on this property"",Cat(s),""Indoor fireplace"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",72.00,,35.00,2,$0.00 ,4,1125,0,,,,,,,,,,moderate,1,
9532771,https://www.airbnb.com/rooms/9532771,Jamaica Plain,Jamaica Plain,Boston,MA,2130,42.3232429,-71.11357115,Apartment,Private room,2,1,1,1,Real Bed,"{TV,""Cable TV"",Internet,Wifi,Kitchen,""Buzzer/wireless intercom"",Heating,""Smoke detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",""Laptop friendly workspace""}",80.00,,,1,$0.00 ,1,1125,0,,,,,,,,,,flexible,1,
9533193,https://www.airbnb.com/rooms/9533193,Allston-Brighton,Allston,Boston,MA,2114,42.36040825,-71.1243859,Apartment,Private room,2,1,1,1,Real Bed,"{Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Hot tub"",Heating,Washer,Dryer,Essentials,""24-hour check-in""}",58.00,,,1,$0.00 ,1,1125,0,,,,,,,,,,flexible,1,
9541295,https://www.airbnb.com/rooms/9541295,Fenway/Kenmore,Fenway,Boston,MA,2215,42.34621843,-71.08845874,Apartment,Entire home/apt,2,1,1,1,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Pets allowed"",Doorman,Elevator,Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",289.00,0.00,100.00,1,$0.00 ,4,1125,29,2/3/2016,4/17/2018,95,10,10,10,9,10,9,moderate,15,0.91
9541357,https://www.airbnb.com/rooms/9541357,West End,West End,Boston,MA,2114,42.36243511,-71.06884713,Apartment,Entire home/apt,4,1,2,2,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Building staff"",""Hot water"",""Luggage dropoff allowed"",""Long term stays allowed"",""Paid parking on premises""}",149.00,0.00,99.00,1,$0.00 ,1,1125,27,12/21/2015,5/22/2018,98,10,10,10,10,10,9,strict_14_with_grace_period,8,0.81
9541666,https://www.airbnb.com/rooms/9541666,Allston-Brighton,Allston,Boston,MA,2134,42.34951254,-71.13427352,Apartment,Entire home/apt,2,1,1,1,Real Bed,"{Wifi,""Air conditioning"",Kitchen,Elevator,""Hot tub"",""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",Essentials,Shampoo,Hangers,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50""}",150.00,,,1,$0.00 ,2,10,1,1/5/2016,1/5/2016,100,10,10,10,10,10,10,strict_14_with_grace_period,1,0.03
9549850,https://www.airbnb.com/rooms/9549850,Jamaica Plain,Jamaica Plain,Boston,MA,2130,42.32080939,-71.10730266,Apartment,Entire home/apt,2,1,1,1,Real Bed,"{TV,Internet,Wifi,Kitchen,Heating,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",""24-hour check-in"",Hangers,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",85.00,0.00,25.00,1,$25.00 ,2,200,97,1/18/2016,4/17/2018,95,10,9,10,10,10,10,moderate,1,3
9570618,https://www.airbnb.com/rooms/9570618,Allston-Brighton,Allston,Boston,MA,2134,42.3593019,-71.1340864,Apartment,Private room,3,1,1,2,Real Bed,"{TV,Internet,Wifi,""Air conditioning"",""Free parking on premises"",""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Hot water"",""Private bathroom"",""Bed linens"",""Ethernet connection"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Patio or balcony"",""Host greets you""}",120.00,,,2,$10.00 ,2,28,56,12/11/2015,8/19/2018,98,10,10,10,10,9,10,moderate,1,1.67
9575439,https://www.airbnb.com/rooms/9575439,Jamaica Plain,Jamaica Plain,Boston,MA,2130,42.32137451,-71.1060596,House,Private room,2,1,1,1,Real Bed,"{TV,Internet,Wifi,Kitchen,Breakfast,""Free street parking"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Private entrance"",""Hot water"",""Luggage dropoff allowed"",""Long term stays allowed"",Other}",80.00,500.00,40.00,1,$15.00 ,3,1125,52,4/23/2016,8/30/2018,98,10,10,10,10,10,10,moderate,1,1.78
9591772,https://www.airbnb.com/rooms/9591772,Jamaica Plain,Jamaica Plain,Boston,MA,2130,42.32002043,-71.10459796,Apartment,Entire home/apt,4,1.5,2,2,Real Bed,"{TV,Internet,Wifi,Kitchen,""Free parking on premises"",Heating,Washer,Dryer,""Smoke detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",110.00,1000.00,80.00,1,$0.00 ,4,1125,1,1/15/2016,1/15/2016,100,10,10,10,10,10,10,strict_14_with_grace_period,1,0.03
9593141,https://www.airbnb.com/rooms/9593141,Allston-Brighton,Allston,Boston,MA,2134,42.36056566,-71.12914769,House,Private room,2,1,1,1,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Free street parking"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Single level home"",""BBQ grill"",""Patio or balcony"",""Garden or backyard"",""Host greets you""}",70.00,,,1,$0.00 ,1,30,24,3/25/2018,9/8/2018,100,10,10,10,10,10,10,flexible,1,4.14
9596153,https://www.airbnb.com/rooms/9596153,Beacon Hill,Beacon Hill,Boston,MA,2114,42.35805049,-71.07132939,Apartment,Entire home/apt,1,1,1,1,Real Bed,"{TV,Wifi,Kitchen,Heating,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials}",159.00,200.00,25.00,1,$0.00 ,3,1125,0,,,,,,,,,,strict_14_with_grace_period,1,
9607385,https://www.airbnb.com/rooms/9607385,Hyde Park,Hyde Park,Boston,MA,2136,42.26773383,-71.13046552,House,Private room,1,1,1,1,Real Bed,"{""Cable TV"",Wifi,""Air conditioning"",Kitchen,Heating,""Smoke detector"",""Carbon monoxide detector"",""Lock on bedroom door""}",50.00,,,1,$0.00 ,1,1125,0,,,,,,,,,,flexible,1,
9614024,https://www.airbnb.com/rooms/9614024,Roxbury,Roxbury,Boston,MA,2118,42.34022256,-71.08298071,Apartment,Entire home/apt,2,1,0,1,Real Bed,"{TV,Wifi,""Wheelchair accessible"",Kitchen,""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,Dryer,Hangers,""Hair dryer""}",94.00,,20.00,1,$0.00 ,2,61,8,7/10/2016,8/14/2016,70,9,8,10,9,9,8,strict_14_with_grace_period,1,0.3
9615932,https://www.airbnb.com/rooms/9615932,Allston-Brighton,Allston,Boston,MA,2135,42.35047434,-71.14103362,Condominium,Private room,2,1,1,1,Real Bed,"{TV,Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,Doorman,Gym,Elevator,""Hot tub"",""Buzzer/wireless intercom"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Safety card"",""Fire extinguisher"",Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",100.00,200.00,,1,$0.00 ,1,1125,0,,,,,,,,,,strict_14_with_grace_period,1,
9616816,https://www.airbnb.com/rooms/9616816,Roxbury,Roxbury,Boston,MA,2118,42.33361197,-71.07907172,Condominium,Entire home/apt,4,2.5,2,2,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Indoor fireplace"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Hangers,Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",265.00,1000.00,250.00,1,$0.00 ,30,365,0,,,,,,,,,,strict_14_with_grace_period,2,
9626428,https://www.airbnb.com/rooms/9626428,South Boston,South Boston,Boston,MA,2127,42.33202883,-71.03764391,Condominium,Entire home/apt,4,2,2,2,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Indoor fireplace"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Lockbox}",300.00,,100.00,1,$0.00 ,3,1125,4,7/21/2016,12/21/2016,100,10,10,10,10,10,10,strict_14_with_grace_period,1,0.15
9677207,https://www.airbnb.com/rooms/9677207,Back Bay,Back Bay,Boston,MA,2116,42.35265217,-71.07565296,Apartment,Entire home/apt,2,1,1,1,Real Bed,"{TV,Wifi,Kitchen,""Buzzer/wireless intercom"",Heating,Washer,Dryer,""Smoke detector"",Essentials,""24-hour check-in"",""Laptop friendly workspace""}",150.00,,,1,$0.00 ,2,1125,4,1/1/2016,6/13/2016,95,10,9,9,10,10,10,flexible,1,0.12
9685076,https://www.airbnb.com/rooms/9685076,Dorchester,Dorchester,Boston,MA,2121,42.30327329,-71.07203687,Apartment,Private room,1,1,1,1,Airbed,"{Wifi,""Air conditioning"",Kitchen,""Free street parking"",Heating,""Smoke detector"",""Carbon monoxide detector"",Essentials,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Cooking basics"",Oven,Stove,""Long term stays allowed"",""Wide doorway""}",35.00,500.00,50.00,1,$0.00 ,30,1124,11,4/30/2016,4/30/2018,89,9,9,10,10,8,9,strict_14_with_grace_period,25,0.38
9685085,https://www.airbnb.com/rooms/9685085,Dorchester,Dorchester,Boston,MA,2124,42.28851074,-71.06963439,Apartment,Private room,1,1,1,1,Airbed,"{Wifi,""Air conditioning"",Kitchen,""Free street parking"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Cooking basics"",Oven,Stove,""Long term stays allowed"",""Wide doorway"",""Flat path to front door"",""Step-free access"",""Wide doorway"",""Wide clearance to bed"",""Accessible-height bed"",""Step-free access"",""Wide doorway"",""Wide entryway""}",38.00,500.00,50.00,1,$0.00 ,30,1125,8,5/3/2016,8/26/2018,95,10,10,10,10,9,9,strict_14_with_grace_period,25,0.28
9685102,https://www.airbnb.com/rooms/9685102,Allston-Brighton,Brighton,Boston,MA,2135,42.33588717,-71.14895443,Apartment,Private room,2,1,1,2,Real Bed,"{TV,Internet,Wifi,""Air conditioning"",Kitchen,Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",35.00,,15.00,1,$10.00 ,1,1125,150,1/15/2016,9/12/2018,94,10,10,10,10,10,10,flexible,1,4.62
9709597,https://www.airbnb.com/rooms/9709597,Financial District,Downtown,Boston,MA,2109,42.35877952,-71.05239624,Other,Private room,4,1,1,2,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Doorman,Gym,Elevator,Heating,""Family/kid friendly"",Washer,""Smoke detector"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Host greets you""}",400.00,,,1,$0.00 ,4,7,2,4/23/2016,4/18/2017,100,10,10,9,9,10,9,moderate,1,0.07
9710673,https://www.airbnb.com/rooms/9710673,Mission Hill,Mission Hill,Boston,MA,2120,42.33232515,-71.10058162,Apartment,Private room,2,1,1,1,Real Bed,"{Wifi,Kitchen,Doorman,Gym,Elevator,""Hot tub"",Heating,Washer,Dryer,Essentials,""Laptop friendly workspace""}",75.00,,,1,$0.00 ,5,21,0,,,,,,,,,,flexible,2,
9710999,https://www.airbnb.com/rooms/9710999,Mission Hill,Mission Hill,Boston,MA,2120,42.33435924,-71.10209201,Apartment,Private room,2,1,1,1,Real Bed,"{Wifi,Kitchen,Doorman,Gym,Elevator,""Hot tub"",Heating,Washer,Dryer,Essentials,Hangers,""Laptop friendly workspace""}",75.00,,,1,$0.00 ,5,21,0,,,,,,,,,,flexible,2,
9725178,https://www.airbnb.com/rooms/9725178,Back Bay,Back Bay,Boston,MA,2116,42.35130574,-71.08268034,Apartment,Entire home/apt,2,1,0,1,Real Bed,"{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",Heating,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Self check-in"",Lockbox,""Long term stays allowed""}",199.00,150.00,40.00,1,$0.00 ,7,60,92,12/20/2015,8/17/2018,82,9,9,9,8,10,8,strict_14_with_grace_period,2,2.76
9731479,https://www.airbnb.com/rooms/9731479,South End,South End,Boston,MA,2118,42.34567869,-71.06943202,Apartment,Entire home/apt,4,1,2,2,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",""Indoor fireplace"",""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Lockbox,""Pack ’n Play/travel crib"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Patio or balcony"",""Luggage dropoff allowed"",""Long term stays allowed"",""Paid parking on premises""}",195.00,250.00,50.00,2,$35.00 ,2,1124,111,2/10/2016,9/3/2018,96,10,10,10,10,10,9,moderate,1,3.51
9750460,https://www.airbnb.com/rooms/9750460,North End,North End,Boston,MA,2113,42.36296395,-71.05608132,Apartment,Entire home/apt,4,1,2,2,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Patio or balcony""}",300.00,,50.00,1,$0.00 ,1,1125,35,5/4/2016,8/26/2018,98,10,10,10,10,10,10,flexible,1,1.22
9751520,https://www.airbnb.com/rooms/9751520,East Boston,East Boston,Boston,MA,,42.36582858,-71.03528527,Apartment,Entire home/apt,2,1,1,1,Real Bed,"{TV,""Cable TV"",Internet,Wifi,Kitchen,Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials}",70.00,,10.00,1,$0.00 ,5,1125,2,1/6/2016,1/14/2016,90,10,10,10,9,10,9,flexible,1,0.06
9755993,https://www.airbnb.com/rooms/9755993,Beacon Hill,Beacon Hill,Boston,MA,2114,42.35936905,-71.0711618,Apartment,Entire home/apt,2,1,0,1,Real Bed,"{Internet,Wifi,""Air conditioning"",Kitchen,""Indoor fireplace"",""Buzzer/wireless intercom"",Heating,Washer,Dryer,""Smoke detector"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",""Laptop friendly workspace""}",100.00,,50.00,1,$0.00 ,2,1125,7,12/28/2015,1/1/2017,100,10,10,10,10,10,10,moderate,1,0.21
9757412,https://www.airbnb.com/rooms/9757412,South End,South End,Boston,MA,2118,42.33676046,-71.07576189,Apartment,Private room,1,1,1,1,Real Bed,"{TV,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Paid parking off premises"",Breakfast,Heating,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Self check-in"",Lockbox,""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove}",95.00,0.00,5.00,1,$0.00 ,2,14,23,12/19/2015,9/9/2018,97,10,10,10,10,10,10,moderate,1,0.69
