id,name,property_type,room_type,accommodates,bathrooms,bedrooms,price,extra_people,minimum_nights,number_of_reviews,review_scores_rating,cancellation_policy,reviews_per_month,price_gt_500
14395461,Private Basement Suite in the heart of Shaw,Apartment,Entire home/apt,3,1,1,100,10,2,22,95,moderate,2.5,FALSE
13969521,"1BR in Logan, Great Location",Apartment,Private room,2,1,1,23,15,1,6,93,flexible,0.63,FALSE
1026034,Perfect studio in VERY central DC,Apartment,Entire home/apt,4,1,1,150,20,2,148,98,moderate,3.06,FALSE
9250702,2 Bedroom Entire Home in Shaw DC,Apartment,Entire home/apt,6,2.5,2,150,0,1,0,NA,flexible,NA,FALSE
18033653,Cozy Nook in the Center of DC(SHAW),House,Private room,3,1,1,85,0,1,0,NA,flexible,NA,FALSE
16230083,Charming Private Guest Room+Bath,House,Private room,2,1.5,1,95,25,2,29,96,moderate,6.21,FALSE
17573208,Charming light-filled apartment in heart of Shaw,Apartment,Entire home/apt,4,1,1,199,0,2,2,100,strict,1.11,FALSE
12035085,Spacious Duplex in Dupont/Logan,Apartment,Private room,2,1.5,1,145,50,2,26,95,strict,1.9,FALSE
16031980,Cozy Condo For Inauguration,Condominium,Entire home/apt,2,1,1,1e3,0,3,0,NA,flexible,NA,TRUE
13017191,Beautiful Studio in the Heart of Logan Circle,Apartment,Entire home/apt,2,1,0,150,0,3,0,NA,flexible,NA,FALSE
9478214,Fashionable Logan Circle Rowhouse w/Parking,House,Entire home/apt,6,2.5,3,299,0,2,31,98,moderate,5.6,FALSE
11542455,"Huge, Chic, Luxury 2bed+Yard, close to NAT'L MALL!",Townhouse,Entire home/apt,5,1.5,2,429,35,2,0,NA,strict,NA,FALSE
16426686,Modern 2Br with Awesome Kitchen in the Heart of DC,House,Entire home/apt,5,2.5,2,225,0,2,3,100,moderate,1.41,FALSE
2467457,Special for Save the Children,Apartment,Entire home/apt,2,1,1,100,0,5,10,98,moderate,0.27,FALSE
9938546,2 Private room and Shared bathroom,Dorm,Shared room,2,1,1,56,0,1,14,87,moderate,0.88,FALSE
892183,SPECTACULAR HOME LOGAN CIRCLE!,House,Entire home/apt,10,2.5,4,500,25,3,81,93,strict,2.84,FALSE
16227479,Modern Condo- Close to Inauguration Action,Condominium,Entire home/apt,5,2,2,1400,0,3,0,NA,strict,NA,TRUE
1416138,Relax and Sleep in Class in Shaw,House,Private room,1,1,1,90,20,3,63,95,moderate,1.42,FALSE
15114759,Spacious Downtown Apartment-Walk Everywhere!,Apartment,Entire home/apt,6,1,1,225,0,3,10,96,strict,1.52,FALSE
11903424,Private Bath. Central DC Room. B3. Washington,Condominium,Private room,3,1,1,66,10,1,131,92,moderate,9.59,FALSE
1120704,The French Inspired Comfort,Apartment,Entire home/apt,3,1,0,101,0,2,181,87,flexible,3.74,FALSE
5774984,Beautiful Jr BR in Downtown DC,Apartment,Entire home/apt,2,1,1,130,15,2,10,93,flexible,0.39,FALSE
8298054,Walk to WhiteHouse 3rd Floor_2Br2Ba,Condominium,Entire home/apt,5,2,2,164,0,1,105,97,strict,5.35,FALSE
13606424,Luxury 1 Bed Near Blagden Alley,Apartment,Entire home/apt,2,1,1,325,0,2,0,NA,flexible,NA,FALSE
7708030,Center of Shaw,House,Private room,2,1,1,45,0,2,4,90,moderate,0.19,FALSE
957734,PERFECT DC location near everything,Apartment,Entire home/apt,2,1,1,129,0,3,118,99,flexible,2.37,FALSE
17340759,"2BRs in a 4BR home, walkable to everything in DC!!",Apartment,Private room,4,1,2,159,20,3,0,NA,strict,NA,FALSE
17695731,Modern 1 bdr + Roof Deck in Vibrant Logan Circle,Apartment,Entire home/apt,4,1,1,179,0,1,8,80,strict,5.58,FALSE
5838728,"DOWNTOWN! 4BR Townhouse, METRO & Convention Center",House,Entire home/apt,12,2.5,4,398,35,2,37,99,strict,1.45,FALSE
17241979,Cute Logan Studio Near Restaurant Scene and Metro,Apartment,Entire home/apt,2,1,0,139,50,2,13,97,strict,4.87,FALSE
10097934,Stylish Two Story Victorian!,House,Entire home/apt,6,2.5,2,350,0,2,56,98,moderate,3.5,FALSE
10654904,Walk to Everything!,Apartment,Entire home/apt,4,1,1,144,0,2,55,97,moderate,3.9,FALSE
16388831,"1BR/1BA in Shaw, Walking Distance to National Mall",Apartment,Entire home/apt,2,1,1,180,0,1,0,NA,strict,NA,FALSE
15701684,Walk Everywhere: 1 Bedroom in Logan,Apartment,Entire home/apt,3,1,1,175,0,2,4,100,moderate,2.31,FALSE
3983903,Cozy 19th-century house in Shaw,House,Entire home/apt,4,2.5,2,175,25,3,4,100,moderate,0.15,FALSE
18563840,1 BR Downtown/Verizon Ctr,Apartment,Entire home/apt,2,1,1,120,0,3,0,NA,flexible,NA,FALSE
8301971,Luxury 2-Bedroom Washington DC Apartment,Apartment,Entire home/apt,5,2,2,199,0,3,0,NA,strict,NA,FALSE
17568055,Cozy Sunny Apartment with Perfect Location,Apartment,Entire home/apt,3,1,1,208,0,2,1,100,moderate,1,FALSE
17830195,NEW 2 BDRM Unit Excellent Location,Apartment,Entire home/apt,5,1,2,200,0,2,8,100,strict,5.71,FALSE
8065288,Modern & Industrial Logan Condo,Condominium,Entire home/apt,4,2,2,425,0,4,2,100,strict,0.1,FALSE
15483422,Central DC Room. shared bath. A23. Washington,Condominium,Private room,2,1,1,57,10,1,44,86,moderate,6.63,FALSE
14912655,Sunny Studio Central to Everything,Condominium,Entire home/apt,2,1,0,149,100,2,11,100,strict,3.4,FALSE
12998502,1 Br in Spatious 2 br in the center of DC,Apartment,Private room,2,1,1,80,30,1,3,100,moderate,1.25,FALSE
13865394,"DC's most desirable downtown, walking neighborhood",Apartment,Entire home/apt,4,1.5,2,450,0,2,0,NA,flexible,NA,FALSE
16845141,One Bedroom In the Heart of DC,Apartment,Entire home/apt,3,1,1,246,0,2,6,97,flexible,2.02,FALSE
8718589,Renovated Studio 300ft to Metro!!,Townhouse,Entire home/apt,4,1,0,96,5,1,110,95,strict,5.73,FALSE
6688513,One Bedroom Apt. in heart of Shaw,Apartment,Entire home/apt,3,1,1,130,0,2,106,95,flexible,4.69,FALSE
11112181,Great Hotel Alternative off 14th ST,Apartment,Entire home/apt,6,1,2,250,5,3,32,89,strict,2.22,FALSE
17927839,Modern Decadence in Red HOT SHAW DC,House,Entire home/apt,4,1,1,150,0,1,4,100,strict,3.33,FALSE
9768424,14th St. Penthouse w/Balcony for Inauguration,Apartment,Entire home/apt,4,1.5,1,650,0,1,0,NA,flexible,NA,TRUE
68962,Sunny Bedroom with En Suite Bath,House,Private room,2,1,1,94,25,2,206,98,moderate,2.74,FALSE
5145999,Historic Logan Circle walk to Mall,Apartment,Entire home/apt,5,1,2,275,0,3,33,99,strict,1.22,FALSE
11208080,Modern and cozy one-bedroom in Shaw,Apartment,Entire home/apt,4,1,1,150,0,1,19,92,moderate,1.37,FALSE
16352569,Condo by Convention Center w/ Private Roof deck!,Condominium,Entire home/apt,5,2,2,199,50,3,1,100,strict,0.28,FALSE
16778502,Cozy Quirky Penthouse w/ Balcony,Apartment,Entire home/apt,4,1,2,285,0,2,8,100,moderate,2.18,FALSE
13501642,Brand new light-filled Logan Circle loft,Apartment,Entire home/apt,4,1,1,130,25,2,8,100,strict,1.11,FALSE
7603350,"Charming studio in the heart of DC, great location",Apartment,Entire home/apt,2,1,0,400,0,3,0,NA,flexible,NA,FALSE
1576762,"Historic Mansion, Large & Imposing",House,Entire home/apt,16,6,8,1500,0,3,41,92,strict,1,TRUE
16518018,Inauguration -Logan Circle: 2 bed/2 bath + Parking,Townhouse,Entire home/apt,6,2,2,70,0,1,0,NA,flexible,NA,FALSE
16452437,Inauguaration - 2 bedroom 7 min from White House,Apartment,Entire home/apt,5,2,2,700,0,2,0,NA,strict,NA,TRUE
3476263,Best Location in Dc! DuPont / Logan,Apartment,Entire home/apt,8,2,2,375,5,3,56,93,strict,1.69,FALSE
16288464,Million Woman March (Inaug) Wknd - Shaw/U Street,House,Entire home/apt,6,1.5,3,900,0,2,0,NA,flexible,NA,TRUE
5671573,Private Room in the Heart of DC,Apartment,Private room,1,2,1,85,0,1,1,100,flexible,0.04,FALSE
7996425,1 BR condo in Historic Logan Circle w/ patio,Apartment,Entire home/apt,4,1,1,155,0,2,74,93,strict,3.81,FALSE
6881428,Grand Downtown DC Living,House,Entire home/apt,10,4.5,5,499,55,2,111,98,strict,5.78,FALSE
16779425,Capitol Hill Row Home [Perfect for Inauguration],House,Private room,2,1,1,649,0,2,0,NA,flexible,NA,TRUE
16353039,Newly Renovated Logan Circle 2 bedroom,Apartment,Entire home/apt,4,1,2,1295,0,2,0,NA,strict,NA,TRUE
18546735,Historic Rowhouse Apt in Logan Circle,Apartment,Entire home/apt,6,1,2,145,0,1,0,NA,flexible,NA,FALSE
13961253,Room w private bath-city center,Apartment,Private room,2,1,1,400,0,1,0,NA,flexible,NA,FALSE
14123351,1 Bedroom Home Logan Circle,Apartment,Entire home/apt,2,1,1,300,0,5,6,100,flexible,1.76,FALSE
18547685,D. MODERN UPSCALE SHARED PLACE IN CENTER OF DC!,Apartment,Shared room,2,1,1,39,39,1,1,100,strict,1,FALSE
16057255,Gorgeous PERFECTLY Located 2 BR 3 BED Row Home,House,Entire home/apt,6,2,2,189,50,2,26,95,strict,5.03,FALSE
11338519,8  Bed Mixed,Dorm,Shared room,8,2,1,28,28,1,31,81,flexible,2.23,FALSE
8290848,Elegant 2 Bedroom DC Apt!,Apartment,Entire home/apt,5,2,2,199,0,3,5,92,strict,0.57,FALSE
18547083,C. MODERN UPSCALE SHARED PLACE IN CENTER OF DC!,Apartment,Shared room,2,1,1,39,39,1,1,100,strict,1,FALSE
15674549,Free parking walk to DC & Bus B1,House,Shared room,4,1,1,21,10,1,6,53,strict,0.94,FALSE
14769622,"Affordable & New, 2BD/2BA, in DC!",House,Private room,4,2,1,98,10,1,3,93,strict,0.41,FALSE
11752544,10 min. to metro: private room/bath,House,Private room,1,1,1,40,0,4,0,NA,strict,NA,FALSE
5785467,Room in Sustainable DC Home - Parking/ Metro,Townhouse,Private room,2,1,1,48,25,1,165,98,moderate,6.54,FALSE
3693762,Clean & safe 5 min to Metro. Relax!,House,Private room,2,1,1,52,5,2,21,89,moderate,0.62,FALSE
12829864,Nice room quiet bldg 1 block metro,Apartment,Private room,2,1,1,57,0,1,3,67,flexible,0.25,FALSE
13885227,"FREE Hot Breakfast: HUGE Loft! Comfy, Clean, Chic",House,Private room,6,1,1,65,13,2,3,90,strict,0.39,FALSE
16533903,"Free parking walk 2 Bus,DC Min 2 DC great Value A1",House,Private room,2,1,1,23,5,1,3,27,strict,0.69,FALSE
189961,Private room in Washington D.C.,House,Private room,2,1,1,59,0,1,0,NA,flexible,NA,FALSE
14945624,Free Food @ Chic 2 BR Apartment for You!,Apartment,Entire home/apt,8,1,2,199,18,14,3,87,strict,0.43,FALSE
17175156,Very spacious bedroom and free parking!,House,Private room,2,1,1,50,0,1,0,NA,flexible,NA,FALSE
17240994,East Capitol Renewal District,House,Private room,1,1,1,59,0,7,0,NA,strict,NA,FALSE
15832677,"Free parking walk 2 Bus,DC Min 2 DC great Value #3",House,Shared room,1,1,1,13,0,1,3,60,strict,0.52,FALSE
13900504,"HOT Breakfast + HE-UUUGE Loft! Chic, Comfy, Cool;)",House,Private room,8,1,2,159,15,90,4,87,strict,0.4,FALSE
11639515,Garden Underground - near metro,Apartment,Entire home/apt,2,1,0,60,15,2,55,92,moderate,4.39,FALSE
14854816,Sunny and Comfortable room near metro,Condominium,Private room,2,1,1,41,15,1,37,97,moderate,5.05,FALSE
16659992,Modern Home in quiet residential neighborhood,House,Private room,4,1,2,200,0,2,1,100,flexible,0.27,FALSE
16630937,Quiet 3 Story House...20 Min Drive to Everything,House,Entire home/apt,7,2,4,150,0,2,9,91,strict,3.6,FALSE
17048283,Your comfy home away from home (w/ free parking!),House,Entire home/apt,6,1,2,95,10,2,6,100,moderate,3.27,FALSE
14771256,Master Suite- Minutes To H St NE!,House,Private room,2,1,1,70,0,1,2,80,strict,0.28,FALSE
16388288,Spacious Room in the U.S. Capital,House,Private room,2,1,1,500,0,2,0,NA,flexible,NA,FALSE
14022877,"Affordable, New  & Close to Metro!",House,Private room,2,1,1,58,0,1,15,100,strict,1.56,FALSE
15498455,Home Sweet Home,House,Private room,2,1.5,1,125,0,1,1,100,flexible,0.15,FALSE
16546108,"Free parking walk 2 Bus,DC Min 2 DC great Value A2",House,Private room,1,1,1,24,0,1,2,60,strict,0.46,FALSE
10254748,Lower Level Apartment near Metro,Apartment,Entire home/apt,4,1,1,55,20,2,12,95,strict,0.9,FALSE
5140121,BR in DC Green Home Metro Access,House,Private room,3,1.5,1,60,20,2,110,97,moderate,4.38,FALSE
15985947,Modern 3bed/3.5 Bath Luxury 3 Story Townhouse,Townhouse,Entire home/apt,8,3.5,3,250,0,1,18,95,flexible,3.18,FALSE
16765234,Entire DC Basement Apartment,Apartment,Entire home/apt,2,1,1,112,0,2,0,NA,flexible,NA,FALSE
12282255,Spacious Rooms in the U.S. Capital,Townhouse,Private room,4,1,2,250,0,1,7,100,flexible,0.61,FALSE
16540667,Private room minutes from public transportation,House,Private room,1,1,1,50,25,1,0,NA,flexible,NA,FALSE
13885000,FREE Breakfast @ Chic & Cozy Spot!,House,Private room,2,1,1,109,15,90,8,80,strict,0.9,FALSE
11689750,"Clean,Cozy, and Affordable",House,Private room,1,1,1,37,0,2,22,98,strict,1.82,FALSE
17160235,Quiet Light-filled Corner Room 2 Blocks from Metro,House,Private room,1,1,1,45,0,1,5,92,moderate,1.97,FALSE
12933434,Renovated Basement Apartment/1 block from metro,House,Private room,1,1,1,30,80,3,7,86,strict,0.99,FALSE
15910877,Free parking walk 2 Bus Min 2 DC great Value #BNB2,House,Shared room,1,1,1,13,0,1,5,44,strict,0.88,FALSE
15910839,Free parking walk 2 Bus Min 2 DC great Value #BNB1,House,Shared room,1,1,1,12,0,1,3,67,strict,0.51,FALSE
7259793,Eclectic Private Room and Bathroom!,House,Private room,1,1,1,48,10,3,15,99,flexible,0.68,FALSE
17042579,Free Breakfast @ Cute & Cozy Spot!,House,Private room,2,1,1,36,15,1,0,NA,strict,NA,FALSE
15966727,"7 Min Walk to Metro, FREE Breakfast @ 1 BR Apt",Apartment,Entire home/apt,3,1,1,88,15,1,0,NA,strict,NA,FALSE
17777321,"Fort DuPont Area Town Houses, 2 blocks from Metro.",House,Private room,2,1.5,1,42,0,1,9,84,flexible,5.19,FALSE
16723818,Warm and Charming Town House,House,Entire home/apt,4,1,2,450,0,2,0,NA,flexible,NA,FALSE
16822873,"Secure,safe,modern and convenient.",Apartment,Private room,2,1,1,80,0,1,7,97,flexible,1.89,FALSE
9187482,Furnished bedroom with attached private bathroom,House,Private room,2,1,1,55,0,2,15,96,moderate,0.82,FALSE
18018755,Cozy basement walkout w/ bath!,House,Private room,2,2,1,30,30,1,3,100,moderate,3,FALSE
13616798,cozy self-contained apartment,House,Private room,2,1,1,75,0,1,0,NA,flexible,NA,FALSE
17803100,Benning Road Abode,House,Private room,1,2,1,30,0,1,2,100,flexible,1.5,FALSE
13377578,Room in Marshall Heights,Condominium,Private room,1,2,1,89,25,5,1,NA,flexible,0.17,FALSE
15081446,"Beautiful 3 bd/2/5 br near Metro, Capitol Heights",Townhouse,Entire home/apt,8,2.5,3,170,0,1,17,94,moderate,2.82,FALSE
15733552,2 bedroom House free Parking 7 beds,House,Entire home/apt,11,1,2,109,10,1,0,NA,strict,NA,FALSE
15831698,"Free parking walk 2 Bus,DC Min 2 DC great Value #1",House,Shared room,1,1,1,12,0,1,6,80,strict,1.12,FALSE
3674676,$1300 (Bed Included) Room Available,House,Private room,1,1,1,1300,0,1,0,NA,flexible,NA,TRUE
15831388,"Free parking walk 2 Bus,DC Min 2 DC great Value #2",House,Shared room,2,1,1,19,10,1,10,86,strict,1.6,FALSE
17043462,FREE FOOD @ Chic/Cool/Comfy Home! #BESTDealOnHere!,House,Entire home/apt,10,2,3,169,13,2,4,85,strict,2,FALSE
339208,METRO ACCESSIBLE TWO BEDROOM APT,Apartment,Entire home/apt,6,1,2,70,15,3,84,93,moderate,1.33,FALSE
13534311,FAB Spot w/ Breakfast! Comfy & Clean! Unique &Chic,House,Private room,2,1,1,129,25,90,11,84,strict,1.01,FALSE
16679342,SPACIOUS BASEMENT APARTMENT,House,Entire home/apt,3,1,1,81,0,1,0,NA,flexible,NA,FALSE
9825387,"Large, single room near American U",Apartment,Private room,1,1.5,1,25,0,14,0,NA,flexible,NA,FALSE
5919184,Georgetown/Palisades great room!,House,Private room,2,1,1,40,15,1,0,NA,strict,NA,FALSE
839320,At home in DC,House,Private room,2,1,1,100,0,2,15,100,strict,0.29,FALSE
160597,"Charming, great location, parking",House,Private room,2,1,1,80,30,3,16,100,moderate,0.26,FALSE
1250851,Home Rental 5Br4B - Sleeps 8,House,Entire home/apt,8,4,5,299,0,2,10,90,moderate,0.21,FALSE
16531349,Charming safe apartment for 1 female guest,Apartment,Entire home/apt,1,1,0,225,0,1,1,100,flexible,0.27,FALSE
11797378,Palisades with Georgetown zip code,Apartment,Entire home/apt,2,1,0,85,0,15,1,100,flexible,0.09,FALSE
15673447,Apartment in the Palisades. Sleeps two.,Guesthouse,Entire home/apt,2,1,1,80,0,1,1,100,flexible,0.16,FALSE
470593,Architect's Abode - 10min to G'town,Apartment,Entire home/apt,2,1,1,139,10,4,10,95,strict,0.17,FALSE
16734507,Light-filled apartment in Palisades/George Town,Apartment,Entire home/apt,4,1,1,200,0,2,6,100,flexible,3.6,FALSE
13787819,Charming large quiet 1 bdrm in desirable Palisades,Apartment,Entire home/apt,2,1,1,135,0,2,5,100,strict,0.56,FALSE
15853530,Modern Inlaw Suite in Foxhall Village Townhouse,Apartment,Entire home/apt,2,1,1,100,25,4,16,99,flexible,2.77,FALSE
16634378,Perfect 1BR 1BA accomodation for inauguration,Apartment,Entire home/apt,3,1,1,350,0,1,0,NA,flexible,NA,FALSE
13140602,"Large Studio Apartment, Private Entrance & Parking",House,Entire home/apt,4,1,0,95,25,5,25,90,moderate,2.21,FALSE
8704266,House 5 min to Wash. DC Georgetown,House,Entire home/apt,8,3,4,275,20,4,1,80,strict,0.13,FALSE
15863966,Beautiful Georgetown Townhome,House,Entire home/apt,5,1,2,425,0,2,0,NA,flexible,NA,FALSE
13794174,Newly renovated condo available in The Palisades,Condominium,Entire home/apt,4,1,1,150,0,2,28,93,flexible,2.69,FALSE
204051,Palisades Plush - bus 2 dntn & Mall,Apartment,Entire home/apt,5,1,1,159,10,2,40,95,strict,0.59,FALSE
13670552,Georgetown Lux. Condo with Ample Street Parking,Condominium,Entire home/apt,3,1,1,125,0,3,3,80,flexible,0.29,FALSE
835992,"Private Floor of House in DC, Separate Entrance",House,Entire home/apt,2,1,1,60,0,4,11,96,strict,0.66,FALSE
7287026,Georgetown area apartment,Apartment,Entire home/apt,2,1,1,100,0,1,32,95,flexible,1.49,FALSE
694383,Beautiful apart_ Cathedral area,Apartment,Entire home/apt,4,1,1,135,35,2,4,95,flexible,0.08,FALSE
5193327,"Getaway -Fab location, free parking",House,Entire home/apt,4,2.5,2,300,0,7,0,NA,strict,NA,FALSE
16648673,Cozy Georgetown Condo w/SteamShower and PARKING!!!,Condominium,Entire home/apt,3,1,1,102,60,2,8,95,strict,3.93,FALSE
15110605,Bedroom in a FEMALE only house,House,Private room,1,1,1,60,0,14,1,100,flexible,0.64,FALSE
2097166,Comfort & Charm in Georgetown - 3BD,House,Entire home/apt,6,2.5,3,260,30,3,57,93,moderate,1.48,FALSE
16439413,Town House for Women's March,House,Entire home/apt,8,2.5,4,2200,0,2,0,NA,moderate,NA,TRUE
3854739,Serene room in beautiful Crestwood,House,Private room,2,1.5,1,75,10,2,16,99,moderate,1.21,FALSE
7103,"Best of Washington - Great neighborhood, parking",House,Private room,3,1,1,99,10,3,86,96,strict,0.99,FALSE
12395984,Cozy neat studio,Apartment,Entire home/apt,2,1,0,61,0,1,1,NA,moderate,0.08,FALSE
3783156,1 BR 1BA 5 min  to Georgetown U,House,Entire home/apt,4,1,1,150,150,6,8,98,moderate,0.25,FALSE
5422197,Bright and Welcoming Room!,House,Private room,2,1,1,75,0,2,41,99,strict,1.55,FALSE
16629116,quiet and clean room...great neighborhood..,Condominium,Private room,1,1,1,75,0,2,0,NA,flexible,NA,FALSE
2150015,Newly Renovated Condo,Apartment,Entire home/apt,3,1,1,165,0,1,5,92,flexible,0.19,FALSE
16243974,Master Bedroom w/ Private bathroom,House,Private room,2,1,1,575,0,2,0,NA,strict,NA,TRUE
5562632,Cherry Blossom Fest*Charming Apt Near Georgetown,Apartment,Entire home/apt,4,1,1,258,0,6,32,98,flexible,1.23,FALSE
12221410,Beautiful Basement Apartment,Apartment,Entire home/apt,4,1,1,99,25,1,57,95,moderate,4.3,FALSE
8317914,"Spacious, charming house",House,Entire home/apt,6,3.5,3,450,0,2,2,100,flexible,0.1,FALSE
9218039,Gorgeous House Private Balcony,House,Private room,2,1,1,56,0,1,1,NA,flexible,0.06,FALSE
14873290,Quiet Master Bedroom Suite in Convenient Rowhouse,House,Private room,1,1,1,55,25,7,4,90,moderate,0.52,FALSE
3767679,Top Rated DC airbnb,Other,Entire home/apt,6,1,1,175,10,2,80,96,flexible,2.65,FALSE
16613071,House with Parking! Walk to Georgetown/Downtown,House,Entire home/apt,5,1,4,800,0,2,0,NA,flexible,NA,TRUE
17857629,3110 45th ST,House,Entire home/apt,6,1,4,375,0,2,0,NA,flexible,NA,FALSE
14317454,"Sunny, open house in upscale neighborhood.",House,Entire home/apt,6,4.5,4,250,0,2,8,100,moderate,0.88,FALSE
13924774,GORGEOUS TH CLOSE TO GEORGETOWN UNIVERSITY,Townhouse,Entire home/apt,6,2,4,299,75,3,0,NA,flexible,NA,FALSE
15986944,2017 INAUGURATION HOME,House,Entire home/apt,4,2.5,2,1500,0,2,0,NA,moderate,NA,TRUE
7697813,Spacious Master Bed + Bath,House,Private room,1,1,1,39,0,1,0,NA,flexible,NA,FALSE
16741673,Beautiful palisades townhouse,House,Entire home/apt,8,3.5,4,3900,0,3,0,NA,strict,NA,TRUE
16443290,"Cozy, clean , Private room and great location 3",House,Private room,1,1,1,90,0,1,1,NA,flexible,0.26,FALSE
17894604,Small basic room in beautiful house in DC,House,Private room,1,1,1,30,15,1,1,100,strict,0.71,FALSE
16770224,Inaguration Weekend: Georgetown Basement Apartment,House,Entire home/apt,4,1,2,600,0,3,0,NA,flexible,NA,TRUE
15295591,Inauguration - Entire Home in DC,Townhouse,Entire home/apt,4,2.5,2,1950,0,1,0,NA,strict,NA,TRUE
14739627,Sun-filled Georgetown Studio,Apartment,Entire home/apt,2,1,0,101,0,2,4,95,strict,0.51,FALSE
16541090,Beautiful Townhouse close to Georgetown w/ parking,Townhouse,Entire home/apt,6,3,3,1e3,0,1,0,NA,flexible,NA,TRUE
2285431,Beautiful Sunny Bedroom Suite w/ Adjoining Balcony,Bed & Breakfast,Private room,2,1,1,100,0,2,2,90,flexible,1.71,FALSE
16274018,Inauguration Weekend Special: family-size house,House,Entire home/apt,11,2.5,5,2500,0,3,0,NA,flexible,NA,TRUE
12854024,Newly renovated basement apartment,Apartment,Entire home/apt,3,1,1,119,0,1,13,95,moderate,1.09,FALSE
16243037,Georgetown/ palisades 1 bedroom Apt,Apartment,Entire home/apt,6,1,1,350,75,3,0,NA,strict,NA,FALSE
15989086,"4 Bedroom Home in Palisades, near Georgetown",House,Entire home/apt,8,2.5,4,249,0,2,1,NA,strict,0.17,FALSE
1198536,House in the Palisades,House,Entire home/apt,6,2.5,3,140,0,5,0,NA,moderate,NA,FALSE
18371697,Bright Master Bedroom Suite in Quiet Rowhouse,House,Private room,1,1,1,54,25,7,0,NA,moderate,NA,FALSE
11720071,Townhouse near the Potomac River,House,Entire home/apt,5,2.5,3,195,50,3,1,40,moderate,0.08,FALSE
10671425,Charming Rowhouse in Historic Foxhall Neighborhood,Townhouse,Entire home/apt,7,2,4,200,0,3,0,NA,strict,NA,FALSE
17356049,Cozy quiet studio near Georgetown,Condominium,Entire home/apt,2,1,0,65,0,2,3,100,strict,1.2,FALSE
55733,Bird's Nest - Bus to Nat'l Mall,Apartment,Entire home/apt,4,1,NA,129,5,2,91,95,strict,1.15,FALSE
9489305,"COOL, QUIET with A FRIENDLY FACE",House,Private room,2,1,1,145,55,2,7,91,strict,0.39,FALSE
16237783,The Palisades in Northwest DC,House,Entire home/apt,8,4.5,4,1e3,0,3,0,NA,flexible,NA,TRUE
9715796,"Beautiful Georgetown, DC Apartment",Apartment,Entire home/apt,2,1,1,70,0,1,0,NA,moderate,NA,FALSE
15941087,Mid Century Modern for Entertaining,House,Entire home/apt,5,2.5,2,2e3,0,2,0,NA,strict,NA,TRUE
