id,name,property_type,room_type,accommodates,bathrooms,bedrooms,price,extra_people,minimum_nights,number_of_reviews,review_scores_rating,cancellation_policy,reviews_per_month,price_gt_500
13348401,Large 1 BD/1 BTH Apt. In Van Ness!,Apartment,Entire home/apt,4,1,1,100,0,1,1,80,flexible,0.11,FALSE
16134762,"Quiet, safe apartment for Inauguration Weekend",Apartment,Entire home/apt,5,2,2,200,150,2,0,NA,flexible,NA,FALSE
13547323,Deco bldg penthouse sun-lit 9th fl.  great views.,Apartment,Entire home/apt,4,1,1,110,0,3,25,86,flexible,2.71,FALSE
7387956,1 BR basement apt in NW Washington,Apartment,Private room,2,1,1,125,0,2,8,98,flexible,0.41,FALSE
16040654,Bilingual House,Apartment,Private room,2,1,1,137,0,1,3,100,flexible,0.83,FALSE
16212491,Cozy apartment in Van Ness on metro,Apartment,Entire home/apt,6,1,1,1999,0,3,0,NA,strict,NA,TRUE
14569846,Charming Bedroom w/ Queen Bed,Apartment,Private room,2,1,1,55,0,1,10,98,flexible,1.14,FALSE
18636545,Private Room/Bathroom Heart of DC!,Apartment,Private room,2,1,1,90,10,1,0,NA,flexible,NA,FALSE
3038984,Queen Sofa bed in Bright Livingroom,Apartment,Shared room,2,1,1,50,15,1,40,95,moderate,1.11,FALSE
15037395,Cozy Studio near National Zoo,Condominium,Entire home/apt,4,1,0,120,15,2,4,95,strict,0.51,FALSE
8222951,Artsy Studio near Brooklyn Museum,Apartment,Entire home/apt,2,1,0,75,20,2,0,NA,flexible,NA,FALSE
8454029,"1 bdrm near metro, shopping",Apartment,Entire home/apt,3,1,1,300,0,1,0,NA,flexible,NA,FALSE
15498948,Charming DC Studio near Zoo,Apartment,Private room,2,1,1,100,0,1,2,100,flexible,0.34,FALSE
16677891,"Cozy, Modern Apartment",Condominium,Private room,2,1,1,237,50,2,0,NA,strict,NA,FALSE
16644766,Cutest studio in DC,Apartment,Entire home/apt,3,1,0,75,0,4,1,NA,flexible,0.54,FALSE
16023048,Awesome apartment,Apartment,Entire home/apt,3,1,1,250,0,2,7,100,strict,2.33,FALSE
15657259,Spacious Modern Attic Loft - 7 minutes from Metro,House,Private room,2,1,1,60,40,1,23,99,strict,3.48,FALSE
16039266,Spacious Studio Downtown w/ Balcony,Apartment,Entire home/apt,3,1,1,80,0,30,1,NA,flexible,0.18,FALSE
5401210,Adorable Apartment in Great DC Neighborhood,Apartment,Entire home/apt,3,1,1,95,15,20,42,96,moderate,1.61,FALSE
8218782,Spacious Eng basemnt apt near Metro,House,Entire home/apt,3,1,1,125,10,2,26,98,moderate,2.23,FALSE
17588463,Cute little Studio in NW Washington,Apartment,Entire home/apt,2,1,1,99,0,1,5,95,flexible,2.34,FALSE
7856309,"Charming 1BR, 5 min walk to metro",Apartment,Entire home/apt,2,1,1,127,0,2,5,100,strict,0.28,FALSE
16766936,Cozy location 4 miles from the WH,Apartment,Private room,2,1,1,1e3,0,5,0,NA,flexible,NA,TRUE
16439232,Private room in Van Ness near metro/bus,Condominium,Private room,2,1,1,250,0,1,0,NA,flexible,NA,FALSE
18632394,Bright bedroom in the heart of DC!,Apartment,Private room,2,1,1,100,0,1,0,NA,flexible,NA,FALSE
14767042,Newly renovated apt in NW DC. Perfect location,Apartment,Shared room,2,1,1,58,0,1,1,NA,moderate,0.12,FALSE
16864020,Huge br in Beautiful Van Ness - Best View of DC,Apartment,Private room,1,1,1,600,0,1,0,NA,flexible,NA,TRUE
15160952,BEAUTIFUL room in Vann Ness,Apartment,Private room,2,1,1,60,0,1,1,100,flexible,0.13,FALSE
4867256,Quiet Oasis in Forest Hill DC,Apartment,Entire home/apt,4,1,1,82,35,1,34,87,moderate,1.19,FALSE
10568710,Modern Penthouse Apt w/ Fireplace & Parking Space,Apartment,Entire home/apt,4,1,1,165,0,1,10,100,moderate,0.73,FALSE
13450628,"Bright, Private Bdrm/Bath, Terrace, Red Line Metro",Condominium,Private room,2,1,1,58,29,1,15,97,moderate,1.38,FALSE
6404201,Greetings All and Welcome to DC!,Apartment,Private room,1,1,1,45,0,1,0,NA,flexible,NA,FALSE
15021486,"Couch, full shared bath, and kitchen",Apartment,Shared room,1,1,1,20,0,1,10,96,strict,1.46,FALSE
8303994,Embassies district 1br free parking,Apartment,Entire home/apt,3,1,1,91,10,5,3,87,strict,0.23,FALSE
15940738,Studio in Van Ness,Apartment,Entire home/apt,4,1,0,69,0,1,1,NA,flexible,0.17,FALSE
1358515,Spacious Apartment in Best Neighborhood!,Apartment,Entire home/apt,6,1,2,94,0,1,5,92,strict,4.05,FALSE
17653273,Private Bohemian Bedroom Suite UDC - red line,Apartment,Private room,2,1,1,65,0,4,0,NA,moderate,NA,FALSE
8043255,Spacious & Bright 2BR in Cle Park,Apartment,Entire home/apt,4,1,2,158,0,1,6,96,moderate,0.31,FALSE
15941794,"Studio apartment  NW Washington, DC",Apartment,Entire home/apt,2,1,1,550,0,1,0,NA,flexible,NA,TRUE
8473981,Embassies area 2br/2baths w/parking,Apartment,Entire home/apt,4,2,2,210,15,5,8,93,strict,0.43,FALSE
12588592,Open and Spacious Studio in NW DC!,Apartment,Entire home/apt,4,1,0,105,0,1,1,NA,flexible,0.08,FALSE
18550089,Private room in 2/1,Apartment,Private room,2,1,1,150,0,1,0,NA,flexible,NA,FALSE
17862151,Private room living room + location,Apartment,Private room,1,1,2,60,0,2,0,NA,flexible,NA,FALSE
16780183,Newly renovated apartment for inauguration week,Apartment,Entire home/apt,6,1,3,450,0,3,0,NA,flexible,NA,FALSE
14385288,BEAUTIFUL Apartment in Vann Ness,Apartment,Entire home/apt,4,1,1,170,0,1,7,97,moderate,0.98,FALSE
15820718,BR-Q w/shared bath in 100+ yr old gem in AU Park,House,Private room,2,1,1,125,0,2,2,100,flexible,2,FALSE
15963915,"Luxury bedroom with a terrace, 7 min from Metro",House,Private room,2,1,1,100,0,1,11,98,strict,2.41,FALSE
9562060,Quiet basement/garden Tenley metro,House,Private room,4,1,1,1e3,0,2,0,NA,strict,NA,TRUE
15820983,BR-T w/shared Bath in 100+ yr old gem in AU Park,House,Private room,1,1,1,60,0,2,1,100,flexible,0.38,FALSE
15641954,Charming and Private Friendship Heights Apartment,Apartment,Entire home/apt,5,1,2,119,10,3,19,100,strict,3.18,FALSE
14982432,Family-friendly 4 Bdrm home with yard by metro,House,Entire home/apt,6,2,4,150,0,3,2,100,strict,2,FALSE
16351922,Private Studio in Friendship Heights/Chevy Chase,Apartment,Entire home/apt,3,1,0,375,0,3,0,NA,strict,NA,FALSE
10033854,Cozy English Basement,House,Entire home/apt,2,1,0,50,0,1,1,80,flexible,0.06,FALSE
17759582,Charming Light-Filled AU Park Home,House,Entire home/apt,5,2.5,3,300,0,7,0,NA,moderate,NA,FALSE
12804379,"Gorgeous spaceous home in DC, close to metro",House,Entire home/apt,8,3,4,400,0,5,1,100,strict,0.11,FALSE
886415,Tenleytown/AU Park Home,House,Entire home/apt,6,2.5,4,400,0,1,3,100,moderate,0.14,FALSE
16752007,Charming Colonial close to metro,House,Entire home/apt,6,2,3,1e3,0,1,0,NA,flexible,NA,TRUE
13748557,Large Family Home in AU Park CLOSE TO METRO,House,Entire home/apt,6,3.5,4,150,0,3,6,100,strict,0.63,FALSE
15790449,BR-G w/shared Bath in 100+ yr old gem in AU Park,House,Private room,2,1,1,125,0,2,2,100,flexible,2,FALSE
7733964,English basement with full kitchen.,Apartment,Entire home/apt,2,1,1,99,6,1,40,90,strict,2.63,FALSE
18416340,Private Basement Apartment,Apartment,Private room,2,1,1,75,0,2,0,NA,flexible,NA,FALSE
9896754,"Steps to Metro, handsome studio apt, great garden",House,Entire home/apt,2,1,0,100,20,2,44,97,strict,2.88,FALSE
8950842,BEST in American University Park!,House,Entire home/apt,7,2.5,3,149,10,3,28,91,strict,0.56,FALSE
11802237,"Modern Condo, Above DC Metro",Apartment,Entire home/apt,4,2,2,150,0,1,4,100,flexible,0.4,FALSE
4234644,Quiet Apartment with Private Garden Entrance,Apartment,Entire home/apt,2,1,1,84,0,1,18,100,moderate,3.42,FALSE
9478328,Quaint house in Tenleytown BR 2,House,Private room,2,1.5,1,99,0,3,2,100,flexible,0.12,FALSE
886283,Tenleytown/AU Park Basement Apt.,Apartment,Entire home/apt,2,1,1,100,0,1,43,93,flexible,0.82,FALSE
16691614,Luxurious House in NW DC; 10 min metro to White H.,House,Private room,5,1.5,1,1150,0,3,0,NA,moderate,NA,TRUE
16691795,Luxurious house NW DC; 10 min metro to White  H.,House,Private room,4,1.5,1,1100,0,3,0,NA,flexible,NA,TRUE
2373864,Modern Tudor in great location,House,Entire home/apt,4,1.5,3,149,0,5,0,NA,moderate,NA,FALSE
16105053,"Beautiful, upscale/moderm home to AU & Tenleytown.",House,Private room,2,1,1,100,30,1,0,NA,moderate,NA,FALSE
804088,Beautiful Home-Lovely Neighborhood,House,Entire home/apt,4,3,2,230,15,3,20,99,strict,0.38,FALSE
9062671,Cute & Sunny Apartment,Apartment,Entire home/apt,2,1,1,80,0,3,2,100,moderate,0.19,FALSE
17719704,Comfortable Tenleytown Home,House,Entire home/apt,8,2,4,350,0,2,0,NA,flexible,NA,FALSE
11506034,"Renovated, spacious, great location",Apartment,Entire home/apt,2,1,1,80,0,13,4,95,strict,0.32,FALSE
16411533,"Red Line Metro large & luxe townhouse, free prkng",House,Entire home/apt,8,3.5,4,500,200,3,1,100,strict,0.77,FALSE
945426,1BR Suite in the Heart of Things,House,Private room,2,1,1,92,0,2,170,99,moderate,3.4,FALSE
16741416,DC Luxury Condo - Friendship Heights,Apartment,Entire home/apt,4,2,2,400,0,2,0,NA,flexible,NA,FALSE
16577766,"Close to metro, comfortable bedroom/ great house",House,Private room,2,1,1,85,0,2,1,100,flexible,1,FALSE
4323727,American University Gem Near Metro,Apartment,Entire home/apt,4,1,1,138,15,2,55,95,strict,1.8,FALSE
10747131,Convenet large bedroom next to Metr,House,Private room,1,1,1,44,0,1,1,100,flexible,0.08,FALSE
16284144,Ultra modern luxury apartment,Apartment,Entire home/apt,4,1,1,95,0,4,2,80,moderate,0.53,FALSE
8616067,Great bedroom in Tenleytown,House,Private room,1,1,1,59,20,3,43,84,strict,2.22,FALSE
12089485,AU Park/Tenleytown Colonial House,House,Entire home/apt,8,3,3,210,0,21,0,NA,strict,NA,FALSE
1569823,"Two blocks to Red Line. Quiet, cosy, great garden.",Bed & Breakfast,Private room,2,1.5,1,90,20,2,136,98,strict,4.05,FALSE
18215103,Private Room in Tenleytown,House,Private room,1,1,1,33,0,1,0,NA,moderate,NA,FALSE
8497163,Quaint house in Tenleytown BR 1,House,Private room,2,1.5,1,125,0,3,10,89,flexible,0.55,FALSE
11202048,Cozy Home in Tenleytown,House,Entire home/apt,4,1,2,75,0,1,0,NA,strict,NA,FALSE
14148829,"Beautiful, spacious home near 2 red-line metro sto",House,Entire home/apt,7,2.5,3,250,20,4,4,100,strict,0.6,FALSE
18195827,Basement suite with fireplace,House,Entire home/apt,3,1,1,148,10,1,2,100,flexible,2,FALSE
16776935,Charming Apt/ 3 mins from the Metro (Red line),Apartment,Entire home/apt,4,1,1,200,0,2,0,NA,flexible,NA,FALSE
16632128,Luxurious House in NW DC; 10 min metro to White H.,House,Private room,4,1.5,1,1200,0,3,0,NA,flexible,NA,TRUE
8016913,Great bedroom in NW DC near AU,House,Private room,1,1,1,50,20,7,4,80,strict,0.37,FALSE
10407841,Spacious basement suite near American University !,House,Private room,4,1,1,70,10,4,10,100,moderate,1.12,FALSE
5790254,Designer One Bedroom with All the Amenities!,House,Entire home/apt,4,1,1,125,25,2,9,100,moderate,0.98,FALSE
13096614,Great Apartment in Cleveland Park,Apartment,Entire home/apt,4,1,1,200,0,3,16,99,strict,1.43,FALSE
934511,Apartment in Tenleytown/ American U,Apartment,Entire home/apt,2,1,1,94,20,4,26,95,strict,0.52,FALSE
18171346,BRAND-NEW  1 BR. 2 min walk to METRO & restaurants,Apartment,Entire home/apt,2,1,1,100,0,7,0,NA,moderate,NA,FALSE
2833952,Sunny Garden Studio-on DC Red Line,House,Entire home/apt,2,1,0,100,10,1,164,96,flexible,9.34,FALSE
1619805,Private Bedroom with Shared Bath,House,Private room,2,NA,1,84,0,1,144,98,flexible,3.4,FALSE
16070212,"Charming, Comfortable and Conveniently Located",House,Entire home/apt,5,1.5,2,300,0,2,0,NA,strict,NA,FALSE
18562129,Luxury Modern D.C. Apartment,Apartment,Entire home/apt,4,1,1,80,0,1,2,100,flexible,2,FALSE
16885819,District King,House,Private room,2,1,1,75,0,1,2,100,moderate,0.61,FALSE
828497,"Private floor, 2 BR/Bath, free pkg, Van Ness Metro",House,Private room,4,2,1,115,20,2,49,98,moderate,0.99,FALSE
15313139,"Bright roomy basement suite, NW DC",House,Private room,1,1,1,48,0,4,6,96,strict,0.94,FALSE
16753438,"Classic DC House- Private Room, Private Bathroom",House,Private room,3,1,1,80,0,1,20,98,moderate,5.17,FALSE
15962871,"Classic DC House- great location ""The Blue Room""",House,Private room,2,1,1,80,20,1,35,98,moderate,6.1,FALSE
15963788,Classic DC House- Beautiful private room,House,Private room,2,1,1,95,0,1,27,99,moderate,4.74,FALSE
18287954,Brandywine Street NW,House,Entire home/apt,8,4,4,500,0,5,0,NA,flexible,NA,FALSE
16332139,American University Park Classic DC Home,House,Entire home/apt,5,2,3,800,0,3,0,NA,flexible,NA,TRUE
1936134,Modern DC New NW Apt with Parking,House,Entire home/apt,3,1,1,124,0,2,82,97,moderate,2.45,FALSE
3604624,Charming furnished studio - metro,Apartment,Entire home/apt,2,1,0,90,0,4,31,86,strict,1.23,FALSE
2818072,Private Bedroom #2 w/ Shared Bath,House,Private room,2,1,1,84,0,1,19,99,flexible,0.54,FALSE
13436665,"Modern apartment, great location",Apartment,Entire home/apt,2,1,1,153,0,2,1,100,moderate,0.28,FALSE
8225678,"ENTIRE FAMILY HOME, NEAR METRO",House,Entire home/apt,8,2.5,3,225,0,3,53,99,moderate,2.77,FALSE
15755522,Modern Colonial House @ Takoma DC Private entrance,House,Entire home/apt,4,1,1,75,25,1,25,96,strict,3.89,FALSE
13709013,"Prez Inauguration DC, Quiet Cozy Room Brightwood",House,Private room,2,1,1,130,0,1,0,NA,flexible,NA,FALSE
178395,"Spare Room for Washington,DC Visit or entire house",House,Private room,1,1.5,1,64,19,1,0,NA,flexible,NA,FALSE
1978626,"Cozy, private apartment near metro",Apartment,Entire home/apt,2,1,1,78,15,3,61,99,moderate,2.95,FALSE
16379151,Luxurious Urban Oasis,House,Entire home/apt,6,3.5,3,1400,0,2,0,NA,flexible,NA,TRUE
17640339,The Green Room - Bus or bike to White House!,House,Private room,2,1,1,90,0,1,0,NA,strict,NA,FALSE
14943513,SB's Lounge,Condominium,Entire home/apt,4,1,1,200,0,1,3,100,flexible,0.38,FALSE
18004636,"Private Room In Historic Foursquare-Takoma, DC",House,Private room,2,1,1,50,0,1,5,100,flexible,5,FALSE
5858907,Takoma Harbor Guest House,Apartment,Entire home/apt,4,1,2,125,0,3,4,90,flexible,0.16,FALSE
684707,Simple Basement Studio Apartment,Apartment,Entire home/apt,3,1,1,65,25,7,0,NA,moderate,NA,FALSE
6157551,Beautiful Sunny House,House,Entire home/apt,6,1,3,150,30,2,98,89,strict,4.02,FALSE
7876570,Walking Distance From Fort Totten,House,Private room,3,1,1,89,28,1,0,NA,flexible,NA,FALSE
653865,Quaint Private Bedroom in Takoma DC,House,Private room,2,1,1,57,15,1,11,91,moderate,0.21,FALSE
6128357,NW DC/ NearTakoma Park Metro,Apartment,Entire home/apt,2,1,1,70,0,1,8,93,strict,0.42,FALSE
953928,Furnished English Basement in DC.,Apartment,Entire home/apt,1,1,1,55,0,14,4,100,strict,0.08,FALSE
15963474,"Great house in DC / 4 beds, 2.5 bths (up to 8 ppl)",House,Entire home/apt,8,2.5,3,250,20,3,1,100,strict,0.28,FALSE
8034908,Beautiful Basement Studio Apt,Apartment,Entire home/apt,2,1,0,80,0,4,3,100,moderate,0.16,FALSE
15899330,"Contemporary 1-BR Apt., Private Entrance, Kitchen",Apartment,Entire home/apt,2,1,1,55,0,2,37,98,flexible,6.2,FALSE
7202,Classic Rowhouse: Porch+Art+Parking,House,Private room,3,1,1,85,20,2,29,99,strict,1.28,FALSE
15803111,"Eng. Basmnt NW DC, for Women's March on Washington",Apartment,Private room,2,1,1,200,0,4,0,NA,flexible,NA,FALSE
8333874,Master Bedroom in a Tudor home,House,Private room,2,1,1,68,15,2,24,98,strict,1.71,FALSE
17509422,"Lovely, spacious, perfectly located to everything",Apartment,Entire home/apt,4,1,1,200,0,2,2,90,moderate,2,FALSE
15806332,Luxury private apt close to your favorite spots,Townhouse,Entire home/apt,3,1,1,98,20,2,28,98,flexible,5.32,FALSE
7385563,"Retreat in the City, Walk to Metro!",Apartment,Entire home/apt,2,1,1,65,20,2,29,91,moderate,1.42,FALSE
17107031,Beautiful Room with Full Bath in a Stylish Home,House,Private room,1,1.5,1,50,0,15,2,100,flexible,1.25,FALSE
18561692,"Sweet, Spacious Room Open in Takoma DC",House,Private room,1,1,1,50,0,1,0,NA,flexible,NA,FALSE
2111965,Large bedroom in Cozy brick house,House,Private room,1,1,1,65,0,1,7,97,strict,0.23,FALSE
2547672,Cozy room in NW Washington,House,Private room,1,1,1,65,20,1,9,100,strict,0.27,FALSE
10964272,Takoma Park: Cozy Garden Apartment,Apartment,Entire home/apt,3,1,1,110,25,2,2,90,strict,0.26,FALSE
17814136,Hilltop Hostel 300 Carroll StNW Washington DC20012,Hostel,Shared room,6,3,1,28,28,1,1,100,flexible,1,FALSE
16309517,"Fab 1 bedrm loft w/ stairs, very near Takoma metro",Apartment,Entire home/apt,4,1,2,52,100,1,0,NA,flexible,NA,FALSE
450790,Private room & bath 15 min to Metro,House,Private room,2,2.5,1,40,20,1,62,97,moderate,1.04,FALSE
16738608,Bedroom in Takoma Park,House,Private room,2,1,1,350,0,1,0,NA,flexible,NA,FALSE
8353034,"Clean, Convenient, Comfy DC Apt.",Apartment,Entire home/apt,2,1,0,80,0,2,136,98,strict,6.83,FALSE
16348636,"Charming DC In-Law Suite, 1 BR, Kitchen, Parking",Apartment,Entire home/apt,4,1,1,75,15,1,13,100,moderate,3.02,FALSE
982395,"End Unit w/ Private Parking, Patio",House,Entire home/apt,6,1,3,205,25,2,59,94,moderate,1.18,FALSE
6913597,Charming Detached Home NW DC Takoma Park Washingto,House,Entire home/apt,7,2.5,4,191,19,2,0,NA,flexible,NA,FALSE
2490162,"Spacious, bright house in D.C. for Inauguration",House,Entire home/apt,4,1.5,2,200,0,2,0,NA,moderate,NA,FALSE
196429,"Takoma Garden apt-Lush yard,pets ok",Apartment,Entire home/apt,4,1,1,112,25,2,2,80,strict,0.04,FALSE
16351081,2BR Apt. for Inauguration/March,Apartment,Entire home/apt,5,1,2,500,50,2,0,NA,flexible,NA,FALSE
16809832,Spacious basement apartment,Apartment,Entire home/apt,6,1.5,1,800,0,1,0,NA,moderate,NA,TRUE
14744954,Cozy Chateau steps from Downtown DC,Apartment,Entire home/apt,3,1,1,60,20,1,27,97,flexible,3.43,FALSE
16142154,Cozy Apartment Perfect for Inauguration Weekend,Apartment,Entire home/apt,2,1,1,300,0,3,0,NA,flexible,NA,FALSE
4978586,Charming studio in Washington DC,Apartment,Entire home/apt,2,1,1,45,15,10,4,80,strict,0.19,FALSE
16380979,House located in DC,House,Entire home/apt,8,4,5,400,45,4,0,NA,flexible,NA,FALSE
16544150,Charming Abode in Takoma DC,House,Entire home/apt,7,2.5,3,179,0,2,1,100,flexible,1,FALSE
15790434,"Room in Row house, NW DC",House,Private room,2,2,1,70,0,1,2,90,moderate,0.33,FALSE
16019709,Cozy 2B basement suite,House,Private room,2,1,1,100,0,1,5,100,flexible,0.89,FALSE
14415143,Charming DC English Basement,Apartment,Entire home/apt,3,1,1,75,0,1,1,NA,moderate,0.12,FALSE
14709979,!Comfy! n Cozy! in Brightwood/16th St. Heights!,Condominium,Entire home/apt,2,1,1,87,10,1,27,92,flexible,3.21,FALSE
14382213,Private Basement near Takoma Red Line Metro in DC,Apartment,Entire home/apt,2,1,1,85,5,4,5,96,strict,0.61,FALSE
18567800,"Private BR & Bath for 4 - Convenient, Comfy, Clean",House,Private room,4,1,1,49,10,1,0,NA,strict,NA,FALSE
4482916,Sweet Suite,Apartment,Entire home/apt,3,1,0,65,30,2,15,88,strict,0.62,FALSE
16739339,Basement apt with street parking,House,Private room,2,1,1,30,0,1,12,98,flexible,5.37,FALSE
12709221,Large Electic Apt RockCrk Park DC,Apartment,Entire home/apt,3,1,1,90,10,2,3,100,moderate,0.27,FALSE
16541048,Private suite in DC near metro,House,Private room,2,1.5,1,160,0,2,0,NA,flexible,NA,FALSE
16617882,Spacious and Modern Apartment Close to Metro,Apartment,Entire home/apt,2,1,1,200,0,2,0,NA,strict,NA,FALSE
155859,Guest Room&Private Bath-Breakfast-Pool+Parking,House,Private room,2,1,1,54,12,3,88,98,strict,1.25,FALSE
15324956,"Cosy private space blocks frm parks, shops & metro",Apartment,Entire home/apt,4,1,1,65,15,2,13,100,moderate,2.32,FALSE
16602390,3 Level House in NW DC Brightwood/North Petworth,House,Entire home/apt,2,3.5,3,450,0,2,0,NA,moderate,NA,FALSE
11357292,Private Cosy Basement Suite w/Free Parking - NW DC,House,Entire home/apt,4,1,1,85,20,2,9,93,strict,1.34,FALSE
3884614,UpTown NW DC Master Bedroom,House,Private room,2,1.5,1,65,0,2,0,NA,flexible,NA,FALSE
5720219,Nice basement room in a Tudor home,House,Private room,2,1,1,69,10,3,23,96,strict,0.91,FALSE
116289,Takoma DC Townhouse 2 min to Metro,House,Entire home/apt,2,2.5,1,135,0,7,1,80,moderate,0.01,FALSE
3851703,Newly renovated attic bedroom,House,Private room,1,0,1,65,20,1,4,95,strict,0.13,FALSE
4964310,A piece of home away from home,House,Private room,2,1,1,80,10,2,0,NA,flexible,NA,FALSE
17544996,Comfy Cozy Convenient 2br/1ba House,House,Entire home/apt,4,1,2,80,0,2,7,97,flexible,3.44,FALSE
702166,A quiet place in the city--small BR,House,Private room,1,2,1,55,0,2,22,88,moderate,0.39,FALSE
702090,"Quiet place in the city, basement",House,Private room,1,1,1,55,20,3,18,93,strict,0.44,FALSE
5680378,Sunny Rowhouse in Historic DC,House,Private room,2,1,1,55,15,1,12,93,moderate,0.47,FALSE
2650655,Beautiful Butternut Bungalow,House,Entire home/apt,8,2,3,150,50,1,1,80,flexible,0.06,FALSE
2667112,Comfy Guestroom in NW DC,House,Private room,1,1,1,40,0,4,2,90,strict,0.08,FALSE
12431578,Large family-friendly home with an amazing yard,House,Entire home/apt,10,1.5,4,154,10,2,9,90,moderate,0.96,FALSE
12004089,Creative Basement Townhouse Room,House,Private room,1,1,1,50,0,1,0,NA,flexible,NA,FALSE
16755165,Presidential Inauguration Condo,Apartment,Entire home/apt,4,1,1,400,0,1,0,NA,flexible,NA,FALSE
501623,"DC townhouse, 2BR/2BA, buses to downtown nearby",Townhouse,Entire home/apt,2,2,2,149,0,4,1,100,strict,0.05,FALSE
11838693,Lovely private apt. in quiet neighborhood,House,Entire home/apt,4,1,1,70,10,1,85,97,moderate,6.84,FALSE
6956685,Master bedroom with private in suite bathroom,House,Private room,2,1,1,70,0,1,10,98,moderate,2.7,FALSE
17898421,Takoma Bungalow: Family neighborhood; city living,House,Entire home/apt,5,1,2,95,10,3,0,NA,strict,NA,FALSE
14359793,"Cheerful, sunny bedroom near Takoma Metro.",House,Private room,1,1,1,39,10,1,6,97,strict,1.65,FALSE
4594791,Private Entrance & Kitchenette,Apartment,Entire home/apt,2,1,1,80,0,2,46,98,strict,1.81,FALSE
762454,Nice Private Room & Entry in DC,House,Private room,2,0.5,1,60,10,1,124,96,flexible,2.36,FALSE
12886561,"Cozy, English Flat styled Studio!",Apartment,Entire home/apt,2,1,1,65,0,1,20,96,strict,1.69,FALSE
16228940,Cozy Convenient Basement Apt right off Georgia Ave,House,Private room,2,1,1,65,40,1,9,87,strict,2.06,FALSE
14361406,Guestroom in NW DC home,House,Private room,1,1,1,40,0,2,4,95,strict,0.44,FALSE
11639110,"Private apt in home, walk to metro!",House,Entire home/apt,4,1,1,73,15,2,27,93,flexible,1.96,FALSE
10115466,1 block to 16th St. bus to White House- Furnished!,House,Private room,2,1,1,80,10,1,6,100,strict,0.38,FALSE
1416889,Charming NW DC Rowhome w/Parking,House,Private room,3,1.5,1,75,25,2,84,99,moderate,1.93,FALSE
18617637,Basement studio with kitchenette and washer/dryer,Guest suite,Entire home/apt,3,1,0,79,0,2,0,NA,flexible,NA,FALSE
16157859,Great Open 2 Bedroom Apartment in NW DC,Apartment,Entire home/apt,4,1,2,275,0,1,0,NA,flexible,NA,FALSE
201116,Victorian Haven - Private Basement!,Apartment,Entire home/apt,2,1,1,90,20,1,92,89,moderate,1.34,FALSE
16845408,"Perfectly located, renovated basement apartment",Apartment,Entire home/apt,6,1,3,300,0,1,0,NA,flexible,NA,FALSE
16078794,Modern & Cozy Inauguration Getaway,Apartment,Entire home/apt,5,1,2,600,0,1,0,NA,moderate,NA,TRUE
3596,"New: Private BR - Convenient, Comfy & Clean",House,Private room,4,1,1,39,10,1,3,87,strict,3,FALSE
13208131,Comfy oasis near Takoma metro. Minutes to Capital.,Apartment,Entire home/apt,3,1,1,75,0,1,13,83,moderate,1.38,FALSE
15931081,Row house in NW DC,House,Entire home/apt,6,2,3,120,0,1,5,100,strict,0.87,FALSE
7482391,Private Room Near Takoma Metro,House,Private room,2,1.5,1,63,10,2,18,98,flexible,0.9,FALSE
2262841,Rock Creek Refuge,House,Entire home/apt,2,1,1,70,0,1,68,95,strict,1.72,FALSE
755352,Takoma:Small-town feel in city/MBR,House,Private room,3,1,1,75,25,2,2,80,strict,0.04,FALSE
755350,Family Suite:2BR/ba(shared kitchen),House,Entire home/apt,5,1,2,125,25,2,7,77,strict,0.21,FALSE
14075195,1 BR apt for week-long or longer,Apartment,Entire home/apt,3,1,1,60,0,7,6,93,moderate,0.62,FALSE
16898480,2 Bedrooms with Private Bath- 4 stops from Capitol,House,Private room,4,1.5,2,99,20,1,5,100,moderate,4.05,FALSE
12433771,Modern rowhouse in DC perfect for inauguration!,House,Private room,2,1,1,325,0,2,3,87,flexible,0.25,FALSE
8118888,"Cozy Room in Petworth, Washington, DC",House,Private room,1,1,1,53,0,2,1,100,moderate,0.67,FALSE
16620440,D.C. Studio Apt- Near Takoma Metro,House,Entire home/apt,3,1,0,40,8,5,0,NA,strict,NA,FALSE
16621058,Large 2BR Close to Inauguration,Apartment,Entire home/apt,5,1,2,61,0,3,1,100,strict,1,FALSE
16780320,Large 2 BR close to Inauguration,Apartment,Entire home/apt,5,1,2,146,0,3,0,NA,strict,NA,FALSE
18430809,Basic Room walking distance to metro,Townhouse,Private room,1,1,0,75,0,1,0,NA,flexible,NA,FALSE
8445816,very quiet and unique hone,House,Private room,2,2,1,200,0,1,0,NA,flexible,NA,FALSE
17695108,Cozy 1 bedroom in Brookland,Apartment,Entire home/apt,2,1,1,63,0,7,0,NA,flexible,NA,FALSE
262629,Guest bedroom and private bath.,House,Private room,2,1,1,60,15,6,27,97,moderate,0.4,FALSE
18547261,Cozy Summer apt,Apartment,Entire home/apt,2,1,1,60,20,1,1,100,flexible,1,FALSE
17303580,Budget friendly in NW DC & Walk to Metro,House,Private room,1,1.5,1,49,12,3,17,96,moderate,6.14,FALSE
18649717,Bright and beautiful DC English basement,In-law,Entire home/apt,4,1,1,69,0,2,0,NA,flexible,NA,FALSE
9181123,Bright spacious row house with yard,House,Entire home/apt,5,1,2,87,0,1,0,NA,flexible,NA,FALSE
16685374,Charming Riggs Park Rowhome Room,House,Private room,2,1,1,66,10,1,3,100,moderate,0.83,FALSE
